description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
EGFR tyrosine kinase inhibitor resistance                    |hsa01521     |46         |960       |75        |61686         |39.4105            |7.775729999999999e-64  |7.349319999999999e-63  |BCL2L11,AKT3,VEGFA,BRAF,STAT3,SRC,SHC1,RPS6KB1,BCL2,BAX,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MET,KRAS,KDR,JAK2,IL6,IGF1R,IGF1,HRAS,HGF,GSK3B,MTOR,FOXO3,FGFR3,FGF2,AKT2,AKT1,ERBB3,ERBB2,EIF4EBP1,EIF4E,EGFR,PDGFC
Viral carcinogenesis                                         |hsa05203     |55         |960       |131       |61686         |26.977814885496183 |9.107509999999999e-64  |8.339059999999999e-63  |CHEK1,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC42,HDAC5,HDAC4,TBPL1,CCNE1,CCND3,CCND2,ACTN1,CCNE2,KAT2B,CASP3,TRADD,IKBKG,TP53,STAT5A,STAT3,SRF,SRC,SKP2,CCND1,BAX,BAK1,RBL2,RBL1,RB1,RAC1,PXN,MAPK1,PMAIP1,PKM,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB2,NFKB1,MDM2,RHOA,KRAS,JUN,HRAS,HDAC2,EGR2,HDAC11,DDX3X,VAC14
Fluid shear stress and atherosclerosis                       |hsa05418     |51         |960       |107       |61686         |30.62681074766355  |8.124839999999999e-63  |7.213869999999998e-62  |TXN2,CHUK,CDH5,AKT3,ACVR2B,ACVR1,IKBKG,VEGFA,VCAM1,TP53,TNF,BMPR2,SRC,SELE,SDC4,SDC1,ACTB,BCL2,RAC1,MAP2K6,MAPK9,MAPK7,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFB,PDGFA,NOS3,NFKB1,MMP9,MMP2,MAP3K5,RHOA,KDR,JUN,ITGB3,IKBKB,IFNG,ICAM1,HMOX1,GPC1,FOS,AKT2,AKT1,EDN1,DUSP1,CTNNB1,MAPK14
Signaling pathways regulating pluripotency of stem cells     |hsa04550     |47         |960       |83        |61686         |36.38606927710843  |8.373579999999999e-63  |7.216049999999999e-62  |AKT3,ACVR2B,ACVR1,KLF4,FZD7,WNT7A,WNT5A,WNT1,STAT3,BMPR2,SOX2,BMI1,REST,RAF1,MAP2K1,MAPK1,POU5F1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAX6,NRAS,MYC,MEIS1,SMAD4,SMAD3,SMAD2,SMAD1,LIFR,KRAS,JAK2,IGF1R,IGF1,HRAS,HOXA1,GSK3B,FGFR3,FGFR1,FGF2,AKT2,AKT1,DVL2,NANOG,CTNNB1,MAPK14
Neurotrophin signaling pathway                               |hsa04722     |49         |960       |95        |61686         |33.142697368421054 |1.1942699999999999e-62 |9.997769999999997e-62  |CDC42,AKT3,TRAF6,TP73,TP53,BRAF,SHC1,BDNF,RPS6KA3,BCL2,BAX,RAP1B,RAF1,RAC1,PTPN11,MAP2K1,MAPK9,MAPK7,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NTRK3,NTRK2,NTF3,NRAS,NFKBIB,NFKBIA,NFKB1,MAP3K5,ARHGDIA,RHOA,KRAS,JUN,FASLG,IRS1,IKBKB,HRAS,GSK3B,ABL1,FOXO3,AKT2,AKT1,MAPK14,CRKL,CRK
Measles                                                      |hsa05162     |51         |960       |111       |61686         |29.52314189189189  |9.413439999999999e-62  |7.661489999999998e-61  |CHUK,CDKN1B,CDK6,CDK4,CDK2,AKT3,CD28,CCNE1,CCND3,CCND2,CCNE2,CASP3,TRADD,IKBKG,TRAF6,TP73,TP53,TNFAIP3,TLR2,STAT5A,STAT3,STAT1,BID,BCL2,CCND1,BAX,BAK1,MAPK9,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIB,NFKBIA,NFKB1,MSN,JUN,FASLG,IL6,IL2,IKBKB,IFNB1,APAF1,GSK3B,FOS,FCGR2B,AKT2,AKT1,TBK1,BBC3
Alzheimer disease                                            |hsa05010     |59         |960       |175       |61686         |21.663535714285715 |1.59618e-61            |1.264e-60              |BACE1,CHUK,ATF6,ATG14,TUBB4B,TUBB3,AKT3,RB1CC1,CASP3,BECN1,IRS2,FZD7,XBP1,WNT7A,WNT5A,WNT1,TNF,BRAF,ADAM17,BID,RAF1,PTGS2,MAP2K1,MAPK9,MAPK1,PPP3CA,ATP5F1B,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS2,NFKB1,NDUFA4,CYTB,COX2,MAP3K5,LRP6,LRP1,KRAS,ITPR1,IRS1,INSR,APP,IL6,IKBKB,HRAS,APAF1,GSK3B,MTOR,AKT2,AKT1,DVL2,ATG2B,CTNNB1,APH1A,DKK2
Salmonella infection                                         |hsa05132     |56         |960       |150       |61686         |23.988999999999997 |2.1519199999999998e-61 |1.65924e-60            |TXN2,CHUK,WASF3,CDC42,TUBB4B,TUBB3,AKT3,ROCK2,CASP3,TNFSF10,TRADD,IKBKG,TRAF6,TNF,TLR2,ACTB,BCL2,BAX,BAK1,RALA,RAF1,RAC1,RAB5A,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PODXL,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PIK3C2A,PAK1,NFKBIA,NFKB1,NAIP,MYO6,MYC,RHOA,ARF6,JUN,IL6,IKBKB,HRAS,TAB3,FOS,AKT2,AKT1,TIRAP,TCF7L1,ELMO2,CTNNB1,MAPK14,LEF1
Apoptosis                                                    |hsa04210     |50         |960       |108       |61686         |29.74826388888889  |8.89979e-61            |6.686249999999999e-60  |CHUK,BCL2L11,AKT3,CASP3,CASP2,TNFSF10,TRADD,IKBKG,TP53,TNF,BID,ACTB,BCL2,BAX,BAK1,RAF1,PTPN13,MAP2K1,MAPK9,MAPK1,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,NFKBIA,NFKB1,MAP3K5,MCL1,LMNA,KRAS,JUN,ITPR1,FASLG,IKBKB,BIRC5,XIAP,HRAS,APAF1,DAB2IP,FOS,AKT2,AKT1,DFFA,GADD45A,PARP1,BBC3
PD-L1 expression and PD-1 checkpoint pathway in cancer       |hsa05235     |45         |960       |78        |61686         |37.07091346153846  |1.0560199999999999e-60 |7.735309999999999e-60  |CHUK,AKT3,CD28,CD4,IKBKG,TRAF6,TLR2,STAT3,STAT1,RPS6KB1,RAF1,PTPN11,PTEN,MAP2K6,MAP2K3,MAP2K1,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,KRAS,JUN,JAK2,IKBKB,IFNG,HRAS,HIF1A,MTOR,FOS,TICAM1,AKT2,AKT1,TIRAP,EGFR,MAPK14,CD274
Transcriptional misregulation in cancer                      |hsa05202     |52         |960       |124       |61686         |26.94616935483871  |2.6039099999999996e-60 |1.8608399999999997e-59 |CEBPB,CEBPA,CDKN1B,CDKN1A,CD40,CCND2,RUNX1,RUNX2,PROM1,HMGA2,NR4A3,TP53,TGFBR2,ZEB1,SPI1,SP1,BMI1,BCL6,BAX,BAK1,PPARG,PDGFA,PBX3,ATM,ATF1,NFKB1,MYCN,MYC,MMP9,MITF,MET,MEN1,MEIS1,MDM2,SMAD1,IL6,IGF1R,IGF1,HPGD,HOXA9,HDAC2,FUT8,FLT1,FLI1,FOXO1,EYA1,ETV1,ERG,SLC45A3,DUSP6,DDX5,GADD45A
Yersinia infection                                           |hsa05135     |49         |960       |113       |61686         |27.8633296460177   |8.601499999999998e-58  |6.000569999999999e-57  |CHUK,CDC42,AKT3,CD4,ROCK2,IKBKG,TRAF6,TNF,SRC,ACTB,RPS6KA3,ROCK1,RAC1,PXN,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,NFATC3,NFATC1,RHOA,LIMK1,ARF6,JUN,ITGB1,ITGA5,IL6,IL2,IKBKB,IFNB1,GSK3B,FOS,FN1,TICAM1,AKT2,AKT1,ELMO2,MAPK14,CRKL,CRK,TBK1
Axon guidance                                                |hsa04360     |46         |960       |95        |61686         |31.113552631578948 |3.5126899999999995e-57 |2.3935299999999996e-56 |CFL2,CDC42,PAK4,ROCK2,NRP1,CXCR4,WNT5A,TRPC6,BMPR2,SRC,SMO,CXCL12,ROCK1,ROBO2,ROBO1,RGS3,RAF1,RAC1,PTPN11,PTCH1,MAPK1,PRKCZ,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,NFATC3,NEO1,MET,RHOA,LIMK1,KRAS,ITGB1,ILK,HRAS,GSK3B,GNAI2,ABL1,EFNA1,DPYSL2,SRGAP1,RGMA
Pathways of neurodegeneration - multiple diseases            |hsa05022     |61         |960       |224       |61686         |17.498353794642856 |3.98362e-57            |2.65273e-56            |GABARAPL1,ATF6,ATG14,TUBB4B,TUBB3,SIGMAR1,MFN2,RB1CC1,CASP3,BECN1,FZD7,XBP1,WNT7A,WNT5A,WNT1,TNF,BRAF,BID,BDNF,ATXN1,BCL2,BAX,BAK1,RAF1,RAC1,RAB5A,RAB1A,PTGS2,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PPP3CA,ATP5F1B,PRKN,NRAS,NOS2,NFKB1,NDUFA4,CYTB,COX2,MAP3K5,LRP6,KRAS,ITPR1,FASLG,APP,IL6,HSPA5,HRAS,APAF1,GSK3B,MTOR,LRRK2,DVL2,ATG2B,CTNNB1,MAPK14,TBK1,DKK2
JAK-STAT signaling pathway                                   |hsa04630     |49         |960       |118       |61686         |26.682680084745762 |1.2448299999999997e-56 |8.105210000000001e-56  |IL24,CDKN1A,PIAS3,STAM2,AKT3,CCND3,CCND2,SOCS6,SOCS3,SOCS2,SOCS1,PIAS1,STAT5A,STAT3,STAT1,BCL2,CCND1,RAF1,PTPN11,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,MYC,MPL,MCL1,LIFR,LEPR,JAK2,IL13RA1,IL7,IL6,IL2,IFNG,IFNB1,HRAS,MTOR,AKT2,AKT1,EGFR,IL21R,SOCS7,CNTFR
Renal cell carcinoma                                         |hsa05211     |40         |960       |64        |61686         |40.16015625        |3.7778999999999992e-56 |2.40636e-55            |CDKN1A,CDC42,PAK4,AKT3,CUL2,VHL,VEGFA,TGFB3,TGFB2,TGFB1,BRAF,RAP1B,RAF1,RAC1,PTPN11,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFB,PAK1,NRAS,MET,ARNT,KRAS,JUN,HRAS,HIF1A,HGF,AKT2,AKT1,EGLN3,EGLN2,ETS1,EPAS1,CRKL,CRK
HIF-1 signaling pathway                                      |hsa04066     |44         |960       |87        |61686         |32.49741379310345  |7.387639999999999e-56  |4.60549e-55            |CDKN1B,CDKN1A,AKT3,CUL2,VHL,VEGFA,TIMP1,TEK,STAT3,RPS6KB1,BCL2,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NOS3,NOS2,NFKB1,ARNT,LDHA,INSR,IL6,IGF1R,IGF1,IFNG,HMOX1,HK2,HIF1A,ANGPT2,MTOR,FLT1,AKT2,AKT1,EGLN3,EGLN2,ERBB2,EIF4EBP1,EIF4E,EGFR,EDN1
Glioma                                                       |hsa05214     |39         |960       |63        |61686         |39.77767857142857  |1.5802100000000002e-54 |9.64588e-54            |CDKN1A,CDK6,CDK4,AKT3,TP53,BRAF,SHC1,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MDM2,KRAS,IGF1R,IGF1,HRAS,MTOR,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,CAMK1D,GADD45A
Regulation of actin cytoskeleton                             |hsa04810     |51         |960       |149       |61686         |21.993750000000002 |1.0314900000000001e-53 |6.167899999999999e-53  |CFL2,CDC42,PAK4,ROCK2,ACTN1,CXCR4,EZR,BRAF,SRC,CXCL12,ACTB,ROCK1,RAF1,RAC1,PXN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,PAK1,NRAS,MYLK,MSN,RHOA,LIMK1,KRAS,ITGB8,ITGB4,ITGB3,ITGB1,ITGA5,ITGA3,ITGA6,HRAS,FN1,FGFR3,FGFR1,FGF9,FGF2,EGFR,LPAR1,PDGFC,CRKL,CRK
mTOR signaling pathway                                       |hsa04150     |43         |960       |92        |61686         |30.032812500000002 |1.17255e-52            |6.871169999999999e-52  |CHUK,AKT3,FZD7,SLC7A5,WNT7A,WNT5A,WNT1,TNF,BRAF,SKP2,RPS6KB1,RPS6KA3,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,LRP6,RHOA,KRAS,IRS1,INSR,IKBKB,IGF1R,IGF1,HRAS,GSK3B,GRB10,RICTOR,MTOR,AKT2,AKT1,EIF4EBP1,EIF4E,DVL2,STRADB,DDIT4,CAB39
Autophagy - animal                                           |hsa04140     |45         |960       |110       |61686         |26.286647727272726 |9.7624e-52             |5.6086e-51             |GABARAPL1,ATG14,AKT3,RB1CC1,ATG5,ATG12,MTMR3,BECN1,IRS2,UVRAG,TRAF6,BNIP3,RPS6KB1,BCL2,RAF1,RAB1A,PTEN,MAP2K1,MAPK9,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,ITPR1,IRS1,IGF1R,HRAS,HMGB1,HIF1A,MTOR,AKT2,AKT1,PRAP1,ATG4D,MTMR14,DAPK3,ATG2B,ATG16L1,DDIT4,TBK1
Non-small cell lung cancer                                   |hsa05223     |38         |960       |66        |61686         |36.996022727272724 |2.17071e-51            |1.22311e-50            |RASSF1,CDKN1A,CDK6,CDK4,AKT3,TP53,BRAF,STK4,STAT5A,STAT3,CCND1,BAX,RET,BAK1,RB1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MET,KRAS,HRAS,HGF,FOXO3,FHIT,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1,GADD45A
Relaxin signaling pathway                                    |hsa04926     |42         |960       |93        |61686         |29.018951612903226 |1.19866e-50            |6.626549999999999e-50  |AKT3,VEGFC,VEGFA,TGFBR2,TGFBR1,TGFB1,SRC,SHC1,RAF1,MAP2K1,MAPK9,MAPK1,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NOS2,NFKBIA,NFKB1,MMP13,MMP9,MMP2,MMP1,SMAD2,KRAS,JUN,HRAS,GNAI2,FOS,AKT2,AKT1,EGFR,EDN1,MAPK14,COL4A2,COL4A1,COL3A1,COL1A1
Hippo signaling pathway                                      |hsa04390     |42         |960       |94        |61686         |28.710239361702126 |2.1352799999999999e-50 |1.1585899999999999e-49 |RASSF1,CDH1,YAP1,CCND3,CCND2,BTRC,FZD7,WNT7A,WNT5A,WNT1,TP73,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BMPR2,SOX2,ACTB,CCND1,PRKCZ,PPP2R2A,SERPINE1,MYC,SMAD7,SMAD4,SMAD3,SMAD2,SMAD1,BIRC5,GSK3B,GLI2,RASSF6,NKD1,TCF7L1,DVL2,SAV1,CTNNB1,CCN2,LEF1,BBC3,LATS2
Cell cycle                                                   |hsa04110     |40         |960       |84        |61686         |30.598214285714285 |1.7175099999999995e-49 |9.149629999999999e-49  |CHEK1,CDKN1C,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC25A,CDC6,CCNE1,CCND3,CCND2,CCNE2,CDC14A,WEE1,TP53,TGFB3,TGFB2,TGFB1,SKP2,CCND1,RBL2,RBL1,RB1,PLK1,ATM,MYC,MDM2,MCM2,SMAD4,SMAD3,SMAD2,HDAC2,GSK3B,ABL1,E2F5,E2F3,E2F2,E2F1,GADD45A
Osteoclast differentiation                                   |hsa04380     |43         |960       |106       |61686         |26.06621462264151  |2.7005100000000003e-49 |1.4129399999999998e-48 |CHUK,AKT3,SOCS3,SOCS1,TNFSF11,IKBKG,TRAF6,TNF,TGFBR2,TGFBR1,TGFB2,TGFB1,STAT1,SPI1,RAC1,MAP2K6,MAP2K1,MAPK9,MAPK1,PPP3CA,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB2,NFKB1,NFATC1,MITF,JUN,ITGB3,IKBKB,IFNG,IFNB1,FOS,SIRPA,FCGR2B,AKT2,AKT1,CYLD,MAPK14
Non-alcoholic fatty liver disease                            |hsa04932     |38         |960       |73        |61686         |33.448458904109586 |4.7459199999999996e-49 |2.4395700000000002e-48 |CEBPA,CDC42,BCL2L11,AKT3,SOCS3,CASP3,IRS2,XBP1,TNF,TGFB1,BID,BAX,RAC1,MAPK9,PRKAB1,PPARA,PKLR,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,NDUFA4,CYTB,COX2,MAP3K5,LEPR,JUN,FASLG,IRS1,INSR,IL6,IKBKB,GSK3B,FOS,AKT2,AKT1
Pathogenic Escherichia coli infection                        |hsa05130     |44         |960       |115       |61686         |24.584999999999997 |4.8332700000000004e-49 |2.44163e-48            |CHUK,WASF3,CDC42,TUBB4B,TUBB3,ROCK2,CLDN10,CASP3,TNFSF10,TRADD,IKBKG,EZR,TRAF6,TNF,SRC,ACTB,ROCK1,BAX,BAK1,RAC1,RAB1A,PTPN11,MAPK9,MAPK1,PAK1,NFKBIB,NFKBIA,NFKB1,NAIP,MYO6,MYO5A,RHOA,ARF6,JUN,ITGB1,FASLG,IL6,IKBKB,TAB3,ABL1,FOS,TIRAP,LPAR1,MAPK14
TNF signaling pathway                                        |hsa04668     |42         |960       |101       |61686         |26.720420792079207 |9.71549e-49            |4.82481e-48            |CHUK,CEBPB,AKT3,BAG4,SOCS3,CASP3,TRADD,IKBKG,VEGFC,VCAM1,TNFAIP3,TNF,SELE,PTGS2,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,MMP14,MMP9,MAP3K5,JUN,IL6,IKBKB,IFNB1,ICAM1,TAB3,DAB2IP,FOS,AKT2,AKT1,JAG1,EDN1,MAPK14
Prolactin signaling pathway                                  |hsa04917     |36         |960       |63        |61686         |36.71785714285714  |1.40718e-48            |6.87173e-48            |AKT3,CCND2,SOCS6,SOCS3,SOCS2,SOCS1,TNFSF11,STAT5A,STAT3,STAT1,SRC,SHC1,CCND1,RAF1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,KRAS,JAK2,HRAS,GSK3B,FOS,FOXO3,AKT2,AKT1,ESR2,ESR1,MAPK14,SOCS7
C-type lectin receptor signaling pathway                     |hsa04625     |40         |960       |89        |61686         |28.879213483146067 |3.47411e-48            |1.66871e-47            |CHUK,MALT1,AKT3,IKBKG,TNF,STAT1,SRC,RAF1,PTPN11,PTGS2,MAPK9,MAPK1,PRKCD,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,NFKBIA,NFKB2,NFKB1,NFATC3,NFATC1,MDM2,RHOA,KRAS,JUN,ITPR1,IL6,IL2,IKBKB,HRAS,AKT2,AKT1,EGR2,CYLD,MAPK14
Chemokine signaling pathway                                  |hsa04062     |45         |960       |129       |61686         |22.414970930232556 |5.76174e-48            |2.72289e-47            |CHUK,CDC42,AKT3,ROCK2,IKBKG,CXCR4,BRAF,STAT3,STAT1,SRC,SHC1,CXCL12,CCL4,ROCK1,RAP1B,RAF1,RAC1,PXN,MAP2K1,MAPK1,PRKCZ,PRKCD,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,NFKBIB,NFKBIA,NFKB1,RHOA,KRAS,JAK2,IKBKB,HRAS,GSK3B,GNAI2,FOXO3,AKT2,AKT1,CRKL,CRK
Wnt signaling pathway                                        |hsa04310     |39         |960       |84        |61686         |29.833258928571432 |1.0066999999999999e-47 |4.68197e-47            |BAMBI,WIF1,ROCK2,CCND3,CCND2,BTRC,FZD7,WNT7A,WNT5A,WNT1,TP53,SIAH1,SFRP2,SFRP1,CCND1,RAC1,MAPK9,PPP3CA,NFATC3,NFATC1,MYC,MMP7,SMAD4,SMAD3,LRP6,RHOA,JUN,GSK3B,NKD1,TCF7L1,DVL2,SOX17,CTNNBIP1,LGR4,CTNNB1,NLK,LEF1,SOST,DKK2
ErbB signaling pathway                                       |hsa04012     |37         |960       |75        |61686         |31.699749999999998 |1.2636099999999999e-46 |5.784979999999999e-46  |CDKN1B,CDKN1A,PAK4,AKT3,BTC,BRAF,STAT5A,SRC,SHC1,RPS6KB1,RAF1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,MYC,KRAS,JUN,HRAS,GSK3B,ABL2,MTOR,ABL1,AKT2,AKT1,ERBB3,ERBB2,EIF4EBP1,EGFR,CRKL,CRK
T cell receptor signaling pathway                            |hsa04660     |39         |960       |90        |61686         |27.844375          |3.18693e-46            |1.43657e-45            |CHUK,MALT1,CDK4,CDC42,PAK4,AKT3,CD28,CD4,IKBKG,TNF,RAF1,MAP2K1,MAPK9,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,RHOA,KRAS,JUN,IL2,IKBKB,IFNG,HRAS,GSK3B,FOS,AKT2,AKT1,MAPK14
Thyroid hormone signaling pathway                            |hsa04919     |38         |960       |84        |61686         |29.068303571428572 |5.62216e-46            |2.4958999999999998e-45 |AKT3,KAT2B,NCOA3,TP53,THRB,STAT1,SRC,ACTB,CCND1,RAF1,MAP2K1,MAPK1,MED1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOTCH4,NOTCH2,NOTCH1,MYC,MDM2,KRAS,ITGB3,HRAS,HIF1A,HDAC2,GSK3B,GATA4,MTOR,FOXO1,AKT2,AKT1,ESR1,CTNNB1,PLCE1
Sphingolipid signaling pathway                               |hsa04071     |37         |960       |79        |61686         |30.09469936708861  |1.59943e-45            |6.99454e-45            |SPTLC1,AKT3,ROCK2,TRADD,TP53,TNF,BID,BCL2,ROCK1,BAX,RAF1,RAC1,PTEN,MAP2K1,MAPK9,MAPK1,PRKCZ,PPP2R2A,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NFKB1,ABCC1,MAP3K5,RHOA,KRAS,HRAS,GNAI2,SGMS1,AKT2,AKT1,MAPK14,CERS2
Central carbon metabolism in cancer                          |hsa05230     |33         |960       |56        |61686         |37.86529017857143  |2.84934e-45            |1.2277299999999997e-44 |AKT3,SLC7A5,TP53,RET,RAF1,PTEN,MAP2K1,MAPK1,PKM,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,NTRK3,NRAS,MYC,MET,LDHA,KRAS,KIT,HRAS,HK2,HIF1A,MTOR,FGFR3,FGFR1,AKT2,AKT1,ERBB2,EGFR
Toxoplasmosis                                                |hsa05145     |37         |960       |81        |61686         |29.351620370370373 |5.3193900000000004e-45 |2.25881e-44            |CHUK,CD40,AKT3,CASP3,SOCS1,IKBKG,TRAF6,TNF,TLR2,TGFB3,TGFB2,TGFB1,STAT3,STAT1,BCL2,MAP2K6,MAP2K3,MAPK9,MAPK1,PIK3CG,NOS2,NFKBIB,NFKBIA,NFKB1,LAMC2,LAMC1,LAMB3,JAK2,ITGB1,ITGA6,IKBKB,IFNG,XIAP,GNAI2,AKT2,AKT1,MAPK14
Endometrial cancer                                           |hsa05213     |32         |960       |52        |61686         |39.54230769230769  |7.869720000000001e-45  |3.29404e-44            |CDKN1A,CDH1,AKT3,TP53,BRAF,CCND1,BAX,BAK1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,KRAS,ILK,HRAS,GSK3B,FOXO3,AKT2,AKT1,ERBB2,EGFR,TCF7L1,GADD45A,CTNNB1,LEF1
Acute myeloid leukemia                                       |hsa05221     |34         |960       |64        |61686         |34.1361328125      |1.97749e-44            |8.160630000000001e-44  |CHUK,CEBPA,AKT3,RUNX1,IKBKG,BRAF,STAT5A,STAT3,SPI1,RPS6KB1,CCND1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PIK3CA,NRAS,NFKB1,MYC,KRAS,KIT,IKBKB,HRAS,MTOR,AKT2,AKT1,EIF4EBP1,TCF7L1,DUSP6,LEF1
Bladder cancer                                               |hsa05219     |29         |960       |40        |61686         |46.585781250000004 |4.80291e-44            |1.9277399999999996e-43 |RASSF1,CDKN1A,CDK4,CDH1,VEGFA,TP53,THBS1,BRAF,SRC,CCND1,RB1,RAF1,MAP2K1,MAPK1,NRAS,MYC,MMP9,MMP2,MMP1,MDM2,KRAS,HRAS,FGFR3,ERBB2,EGFR,E2F3,E2F2,E2F1,DAPK3
Herpes simplex virus 1 infection                             |hsa05168     |42         |960       |125       |61686         |21.5901            |4.79764e-44            |1.95237e-43            |CHUK,AKT3,SOCS3,CASP3,TRADD,IKBKG,TRAF6,TP53,TNF,TLR2,STAT1,SRC,BID,BCL2,BAX,BAK1,PTPN11,POU2F2,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,JAK2,ITGB3,FASLG,ITGA5,IL6,IKBKB,IFNG,IFNB1,APAF1,ZNF763,MTOR,TICAM1,AKT2,AKT1,EIF4EBP1,ZNF350,TBK1
Chagas disease                                               |hsa05142     |37         |960       |86        |61686         |27.64513081395349  |9.0271e-44             |3.57425e-43            |CHUK,AKT3,IKBKG,TRAF6,TNF,TLR2,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,MAPK9,MAPK1,PPP2R2A,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NOS2,NFKBIA,NFKB1,SMAD2,JUN,FASLG,IL6,IL2,IKBKB,IFNG,IFNB1,GNAI2,FOS,TICAM1,AKT2,AKT1,MAPK14
Insulin signaling pathway                                    |hsa04910     |38         |960       |94        |61686         |25.97593085106383  |1.23261e-43            |4.81538e-43            |AKT3,SOCS3,SOCS2,IRS2,SOCS1,BRAF,SHC1,RPS6KB1,RAF1,MAP2K1,MAPK9,MAPK1,PRKCZ,PRKAB1,PKLR,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,IRS1,INSR,INPPL1,IKBKB,HRAS,HK2,GSK3B,MTOR,FOXO1,FASN,AKT2,AKT1,EIF4EBP1,EIF4E,CRKL,CRK
