description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Pathways of neurodegeneration - multiple diseases            |hsa05022     |82         |1355      |230       |61686         |16.230553505535056 |2.7464099999999995e-75 |3.22175e-74            |DKK1,ATF6,ATG14,TUBB4B,PPIF,MFN2,RB1CC1,ULK2,CASP9,CASP8,CASP7,CASP3,FADD,BECN1,CAMK2D,FZD7,FZD6,FZD4,FZD1,AXIN2,XBP1,WNT7A,WNT2,WNT1,TNF,BRAF,STX1A,BDNF,ATXN1,BCL2,BAX,RELA,BAK1,RAF1,RAC1,RAB5A,PTGS2,PSMD9,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PPP3CA,ATP2A2,NRAS,NOS2,NOS1,NFKB1,NDUFA4,COX2,MAP3K5,LRP6,KRAS,ITPR1,FASLG,FAS,APP,IL6,IL1B,HSPA5,APC,HRAS,APAF1,GSK3B,GPX2,MTOR,ERN1,EIF2S1,WNT10A,DVL3,DERL1,PINK1,DAXX,ATG2B,CYBB,WNT4,CSNK2A1,CSF1,MAPK14,NOX4,DKK2
Human immunodeficiency virus 1 infection                     |hsa05170     |70         |1355      |155       |61686         |20.559552434234018 |3.4419999999999994e-73 |3.88819e-72            |CHUK,CHEK1,TAB1,PAK4,AKT3,BTRC,AP1S2,CASP9,CASP8,CASP3,FADD,PIK3R3,CUL5,CXCR4,WEE1,TRAF6,TRAF5,TNF,TLR4,TLR2,TAP1,MAP3K7,RPS6KB1,BCL2,BAX,RELA,BAK1,RAF1,RAC1,PXN,ATR,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PAK1,ATM,NRAS,NFKBIA,NFKB1,NFATC3,NFATC1,MYD88,LIMK1,KRAS,JUN,ITPR1,FASLG,FAS,IRAK1,IKBKB,IFNB1,HRAS,HLA-G,GNAI2,MTOR,FOS,AKT2,AKT1,AP1G1,PAK5,MAPK14,CRKL,CRK
Measles                                                      |hsa05162     |62         |1355      |113       |61686         |24.978166737419585 |6.084709999999999e-72  |6.399429999999999e-71  |DDX58,CHUK,CDKN1B,ADAR,CDK6,CDK4,AKT3,CD28,CCNE1,CCND3,CCND2,CCNE2,CASP9,CASP8,CASP3,FADD,PIK3R3,TRAF6,TP53,TNFAIP3,TLR4,TLR2,MAP3K7,STAT5B,STAT3,STAT1,BCL2,CCND1,BAX,RELA,BAK1,MAPK9,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIB,NFKBIA,NFKB1,MYD88,MX1,MSN,JUN,JAK3,JAK1,FASLG,FAS,IRAK1,IL12A,IL6,IL2,IL1B,IKBKB,IFNB1,APAF1,GSK3B,FOS,AKT2,AKT1,EIF2S1,CSNK2A1,TLR7
Hepatitis C                                                  |hsa05160     |62         |1355      |113       |61686         |24.978166737419585 |6.084709999999999e-72  |6.399429999999999e-71  |DDX58,CHUK,CDKN1A,CDK6,CDK4,AKT3,SCARB1,SOCS3,CASP9,CASP8,CASP3,FADD,PIAS1,PIK3R3,YWHAZ,TRAF6,TP53,TNF,TLR3,BRAF,STAT3,STAT1,SOS1,RXRA,CCND1,BAX,RELA,BAK1,RB1,RAF1,MAP2K1,MAPK1,PPP2R2A,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKBIA,NFKB1,MYC,MX1,LDLR,KRAS,JAK1,FASLG,FAS,IKBKB,IFNG,IFNB1,HRAS,APAF1,GSK3B,GRB2,AKT2,AKT1,EIF2S1,EGFR,E2F3,E2F2,E2F1
Chronic myeloid leukemia                                     |hsa05220     |53         |1355      |73        |61686         |33.052196330182475 |1.33777e-71            |1.36007e-70            |CHUK,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,AKT3,RUNX1,PIK3R3,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,STAT5B,SOS1,SHC1,CCND1,BAX,RELA,BAK1,RB1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKBIA,NFKB1,MYC,MDM2,SMAD4,SMAD3,KRAS,IKBKB,HRAS,HDAC2,HDAC1,GRB2,ABL1,AKT2,AKT1,MECOM,E2F3,E2F2,E2F1,CRKL,CRK
Transcriptional misregulation in cancer                      |hsa05202     |63         |1355      |127       |61686         |22.583130429729493 |2.5515799999999996e-69 |2.5104199999999994e-68 |CEBPB,CDKN2C,CDKN1B,CDKN1A,CD40,CCND2,CCNA2,RUNX1,RUNX2,HMGA2,NR4A3,TP53,TGFBR2,ZEB1,TCF3,SPI1,SP1,BMI1,SIX1,RXRA,BCL6,BAX,RELA,BAK1,RARA,PPARG,PLAT,PDGFA,PAX3,ATM,ATF1,NFKB1,MYCN,MYC,MMP9,MMP3,MET,MEN1,MEIS1,MEF2C,MDM2,SMAD1,CXCL8,IL6,IGFBP3,IGF1R,IGF1,BIRC2,HPGD,HOXA10,HOXA9,HDAC2,HDAC1,FUT8,FLT1,FLI1,FOXO1,EWSR1,ETV5,ETV1,ERG,SLC45A3,CSF1R
Colorectal cancer                                            |hsa05210     |54         |1355      |83        |61686         |29.61849464277775  |1.0528299999999996e-68 |1.0034699999999998e-67 |CDKN1A,BCL2L11,AKT3,CASP9,CASP3,PIK3R3,AXIN2,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,TCF7,SOS1,RPS6KB1,BCL2,CCND1,BAX,BAK1,RAF1,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,MYC,MSH3,MSH2,MLH1,SMAD4,SMAD3,SMAD2,RHOA,KRAS,JUN,BIRC5,APC,HRAS,MSH6,GSK3B,GRB2,MTOR,FOS,AKT2,AKT1,EGFR,TCF7L1,LEF1
Endocrine resistance                                         |hsa01522     |55         |1355      |88        |61686         |28.452952029520297 |1.7793099999999996e-68 |1.6445099999999997e-67 |CDKN2C,CDKN2A,CDKN1B,CDKN1A,CDK4,AKT3,PIK3R3,NCOA3,TP53,BRAF,SRC,SP1,SOS1,SHC1,RPS6KB1,BCL2,CCND1,BAX,RB1,RAF1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NOTCH4,NOTCH2,NOTCH1,MMP9,MMP2,MDM2,KRAS,JUN,IGF1R,IGF1,HRAS,GRB2,MTOR,FOS,AKT2,AKT1,ESR2,ESR1,ERBB2,EGFR,JAG1,E2F3,E2F2,E2F1,DLL4,MAPK14,DLL1
Pancreatic cancer                                            |hsa05212     |51         |1355      |72        |61686         |32.246678966789666 |5.2637599999999985e-68 |4.7218999999999983e-67 |CHUK,CDKN2A,CDKN1A,CDK6,CDK4,CDC42,AKT3,CASP9,PIK3R3,VEGFA,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRCA2,BRAF,STAT3,STAT1,RPS6KB1,CCND1,BAX,RELA,BAK1,RB1,RAF1,RAD51,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKB1,SMAD4,SMAD3,SMAD2,KRAS,JAK1,IKBKB,MTOR,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
EGFR tyrosine kinase inhibitor resistance                    |hsa01521     |52         |1355      |77        |61686         |30.74396894618297  |1.5382099999999998e-67 |1.3404399999999995e-66 |BCL2L11,AKT3,PIK3R3,VEGFA,BRAF,STAT3,SRC,SOS1,SHC1,RPS6KB1,BCL2,BAX,RAF1,AXL,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,NF1,MET,KRAS,KDR,JAK2,JAK1,IL6R,IL6,IGF1R,IGF1,HRAS,HGF,GSK3B,GRB2,MTOR,FOXO3,FGFR3,FGF2,AKT2,AKT1,ERBB3,ERBB2,EIF4EBP1,EIF4E,EGFR,PDGFC
Small cell lung cancer                                       |hsa05222     |52         |1355      |79        |61686         |29.9656406184315   |1.2947599999999999e-66 |1.0969499999999998e-65 |CKS2,CHUK,CDKN1B,CDKN1A,CDK6,CDK4,AKT3,CCNE1,CCNE2,CASP9,CASP3,PIK3R3,TRAF6,TRAF5,TP53,SKP2,RXRA,BCL2,CCND1,BAX,RELA,BAK1,RB1,RARB,PTGS2,PTEN,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NOS2,NFKBIA,NFKB1,MYC,LAMC2,LAMC1,ITGB1,ITGAV,ITGA3,ITGA6,IKBKB,XIAP,BIRC2,APAF1,FN1,AKT2,AKT1,E2F3,E2F2,E2F1,COL4A2,COL4A1
Yersinia infection                                           |hsa05135     |59         |1355      |114       |61686         |23.561040978830842 |1.9031299999999994e-66 |1.5687999999999997e-65 |CHUK,CDC42,TAB1,WASF2,ARPC5,AKT3,CD8A,ROCK2,PIK3R3,ZAP70,ACTG1,TRAF6,TNF,TLR4,MAP3K7,SRC,MAP2K4,ACTB,ROCK1,RELA,RAC1,PXN,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIA,NFKB1,NFATC3,NFATC1,MYD88,RHOA,LIMK1,ARF6,JUN,ITGB1,ITGA5,IRAK1,IL18,CXCL8,IL6,IL2,IL1B,IKBKB,IFNB1,GSK3B,FOS,FN1,AKT2,AKT1,ELMO2,MAPK14,CRKL,CRK
Viral carcinogenesis                                         |hsa05203     |62         |1355      |133       |61686         |21.222051438559497 |4.872189999999999e-66  |3.910579999999999e-65  |CHEK1,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,CDC42,HDAC5,HDAC6,HDAC4,HDAC9,CREB5,CCNE1,CCND3,CCND2,CCNA2,CCNE2,CASP8,KAT2B,CASP3,PIK3R3,YWHAZ,TRAF5,TP53,STAT5B,STAT3,SRC,SKP2,CCND1,BAX,RELA,BAK1,RBL2,RBL1,RB1,RAC1,PXN,MAPK1,PKM,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKBIA,NFKB1,MDM2,RHOA,KRAS,JUN,JAK3,JAK1,HRAS,HNRNPK,HLA-G,HDAC2,HDAC1,GRB2,EGR2,HDAC11,VAC14,CREB1
Axon guidance                                                |hsa04360     |56         |1355      |103       |61686         |24.75130584315552  |8.964809999999998e-65  |7.010939999999998e-64  |CDC42,PAK4,ROCK2,NRP1,CAMK2D,PIK3R3,SEMA7A,CXCR4,TRPC6,BMPR2,BMPR1B,BMP7,SRC,SMO,CXCL12,ROCK1,ROBO2,RGS3,RASA1,RAF1,RAC1,PTCH1,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PAK1,NRAS,NFATC3,MET,RHOA,LIMK1,L1CAM,KRAS,ITGB1,ILK,HRAS,GSK3B,GNAI2,FYN,ABL1,EPHB2,EPHA5,EPHA4,EPHA2,EFNB2,DPYSL2,SEMA6A,SRGAP1,PAK5,RGMA,SEMA4C,WNT4,RND1
Apoptosis                                                    |hsa04210     |57         |1355      |110       |61686         |23.59008386447501  |2.8382099999999994e-64 |2.1641399999999997e-63 |CHUK,CTSC,BCL2L11,AKT3,CASP9,CASP8,CASP7,CASP3,CASP2,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,PIK3R3,ACTG1,TP53,TNF,ACTB,BCL2,BAX,RELA,BAK1,RAF1,PTPN13,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,ATM,NRAS,NFKBIA,NFKB1,MAP3K5,MCL1,KRAS,JUN,ITPR1,FASLG,FAS,IKBKB,BIRC5,XIAP,BIRC2,HRAS,APAF1,DAB2IP,FOS,AKT2,AKT1,ERN1,EIF2S1,DFFA,DAXX,PARP1
Hippo signaling pathway                                      |hsa04390     |56         |1355      |105       |61686         |24.27985239852399  |3.991559999999999e-64  |2.9693299999999997e-63 |CDH1,YAP1,CCND3,CCND2,BTRC,FZD7,FZD6,FZD4,FZD1,AXIN2,GDF5,YWHAZ,WNT7A,WNT2,WNT1,ACTG1,TP53BP2,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,TCF7,BMPR2,BMPR1B,BMP7,BMP6,BMP4,BMP2,SOX2,SNAI2,ACTB,CCND1,PPP2R2A,PPP1CC,SERPINE1,NF2,MYC,SMAD7,SMAD4,SMAD3,SMAD2,SMAD1,BIRC5,BIRC2,APC,GSK3B,NKD1,TCF7L1,WNT10A,DVL3,SAV1,CCN2,WNT4,LEF1,LATS2
Non-alcoholic fatty liver disease                            |hsa04932     |49         |1355      |72        |61686         |30.982103321033215 |5.668159999999999e-64  |4.1161599999999995e-63 |CDC42,BCL2L11,AKT3,SOCS3,CASP8,CASP7,CASP3,IRS2,PIK3R3,XBP1,TNF,TGFB1,SREBF1,RXRA,BAX,RELA,RAC1,MAPK9,PRKAB1,PRKAA2,PRKAA1,PPARA,PKLR,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKB1,NDUFA4,COX2,MAP3K11,MAP3K5,JUN,FASLG,FAS,IRS1,INSR,CXCL8,IL6R,IL6,IL1B,IKBKB,GSK3B,FOS,AKT2,AKT1,ERN1,EIF2S1,ITCH
Fluid shear stress and atherosclerosis                       |hsa05418     |56         |1355      |107       |61686         |23.826023381729144 |1.7025799999999998e-63 |1.2076499999999998e-62 |CHUK,AKT3,ACVR1,CAV1,PIK3R3,VEGFA,VCAM1,ACTG1,TP53,TNF,MAP3K7,BMPR2,BMPR1B,SRC,BMP4,MAP2K4,SELE,SDC1,ACTB,BCL2,RELA,RAC1,MAP2K6,MAPK9,MAPK7,PRKAA2,PRKAA1,PLAT,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFB,PDGFA,NFKB1,NFE2L2,MMP9,MMP2,MAP3K5,MEF2C,RHOA,KDR,JUN,ITGB3,ITGAV,IL1B,IKBKB,IFNG,ICAM1,HSP90AA1,FOS,AKT2,AKT1,EDN1,DUSP1,MAPK14
Pathogenic Escherichia coli infection                        |hsa05130     |57         |1355      |115       |61686         |22.564428044280444 |8.562049999999999e-63  |5.935059999999999e-62  |CHUK,WASF3,CDC42,TAB1,TUBB4B,WASF2,ARPC5,ROCK2,CASP9,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,EZR,ACTG1,TRAF6,TNF,TLR4,MAP3K7,SRC,ACTB,ROCK1,BAX,RELA,BAK1,RAC1,MAPK9,MAPK1,PAK1,NFKBIB,NFKBIA,NFKB1,NAIP,MYO6,MYO5A,MYD88,RHOA,ARF6,JUN,ITGB1,FASLG,FAS,IRAK1,IL18,CXCL8,IL6,IL1B,IKBKB,FYN,TAB3,ABL1,FOS,TIRAP,MAPK14
Neurotrophin signaling pathway                               |hsa04722     |53         |1355      |96        |61686         |25.13344095940959  |7.380299999999998e-62  |5.002199999999999e-61  |CDC42,AKT3,CAMK2D,CAMK4,PIK3R3,TRAF6,TP53,BRAF,SOS1,SHC1,BDNF,BCL2,BAX,RELA,RAP1B,RAF1,RAC1,MAP2K1,MAPK9,MAPK7,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NTRK3,NTRK2,NTF3,NRAS,NFKBIB,NFKBIA,NFKB1,MAP3K5,ARHGDIB,RHOA,KRAS,JUN,FASLG,IRS1,IRAK2,IRAK1,IKBKB,HRAS,GSK3B,GRB2,ABL1,FOXO3,AKT2,AKT1,MAPK14,CRKL,CRK
Toxoplasmosis                                                |hsa05145     |50         |1355      |82        |61686         |27.7589775897759   |1.5170299999999998e-61 |1.0058599999999998e-60 |CHUK,TAB1,PPIF,CD40LG,CD40,AKT3,CASP9,CASP8,CASP3,SOCS1,TRAF6,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,MAP3K7,STAT3,STAT1,BCL2,RELA,MAP2K6,MAP2K3,MAPK9,MAPK1,PIK3CG,NOS2,NFKBIB,NFKBIA,NFKB1,MYD88,LDLR,LAMC2,LAMC1,JAK2,JAK1,ITGB1,ITGA6,IRAK1,IL12A,IL10RA,IKBKB,IFNG,XIAP,BIRC2,GNAI2,AKT2,AKT1,MAPK14
Osteoclast differentiation                                   |hsa04380     |55         |1355      |108       |61686         |23.183886838868386 |1.6978699999999996e-61 |1.1018099999999999e-60 |CHUK,TAB1,AKT3,SOCS3,SOCS1,TNFSF11,CAMK4,PIK3R3,FOSL1,TRAF6,TNF,TGFBR2,TGFBR1,TGFB2,TGFB1,MAP3K7,STAT1,SPI1,RELA,RAC1,MAP2K6,MAP2K1,MAPK9,MAPK1,PPP3CA,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIA,NFKB1,NFATC1,JUND,JUNB,JUN,JAK1,ITGB3,IL1B,IKBKB,IFNG,IFNB1,GRB2,FYN,FOSL2,FOS,SIRPA,AKT2,AKT1,CYLD,TREM2,CSF1R,CSF1,MAPK14,CREB1
Influenza A                                                  |hsa05164     |57         |1355      |120       |61686         |21.624243542435423 |2.0908499999999996e-61 |1.3285599999999997e-60 |DDX58,CHUK,ADAR,CDK6,CDK4,AKT3,CCND3,SOCS3,CASP9,CASP8,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,PIK3R3,ACTG1,TNF,TLR4,TLR3,STAT1,CCL5,ACTB,BAX,RELA,BAK1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIB,NFKBIA,NFKB1,MYD88,MX1,KPNA2,JAK2,JAK1,FASLG,FAS,IL18,IL12A,CXCL8,IL6,IL1B,IKBKB,IFNG,IFNB1,ICAM1,APAF1,AKT2,AKT1,EIF2S1,TLR7
Herpes simplex virus 1 infection                             |hsa05168     |58         |1355      |128       |61686         |20.628390221402217 |6.261029999999998e-61  |3.897169999999999e-60  |DDX58,CHUK,TAB1,AKT3,SOCS3,CASP9,CASP8,CASP3,FADD,PIK3R3,TRAF6,TRAF5,TP53,TNF,TLR3,TLR2,TAP1,MAP3K7,STAT1,SRC,SRSF1,CCL5,BCL2,BAX,RELA,BAK1,NECTIN1,PPP1CC,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIA,NFKB1,MYD88,JAK2,JAK1,ITGB3,FASLG,ITGA5,FAS,IRAK1,IL12A,IL6,IL1B,IKBKB,IFNG,IFNB1,BIRC2,APAF1,HLA-G,MTOR,AKT2,AKT1,EIF4EBP1,EIF2S1,ZNF350,DAXX
PD-L1 expression and PD-1 checkpoint pathway in cancer       |hsa05235     |49         |1355      |79        |61686         |28.236853659675837 |6.968109999999999e-61  |4.2505499999999996e-60 |CHUK,RASGRP1,AKT3,CD28,PIK3R3,ZAP70,TRAF6,TLR4,TLR2,STAT3,STAT1,RPS6KB1,RELA,RAF1,PTEN,MAP2K6,MAP2K3,MAP2K1,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,MYD88,KRAS,JUN,JAK2,JAK1,IKBKB,IFNG,HRAS,HIF1A,TICAM2,MTOR,FOS,AKT2,AKT1,TIRAP,EGFR,CSNK2A1,MAPK14,CD274
Melanoma                                                     |hsa05218     |44         |1355      |59        |61686         |33.95064106573269  |1.5896399999999998e-60 |9.506669999999998e-60  |CDKN2A,CDKN1A,CDK6,CDK4,CDH1,AKT3,PIK3R3,TP53,BRAF,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MET,MDM2,KRAS,IGF1R,IGF1,HRAS,HGF,FGFR1,FGF9,FGF5,FGF2,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,PDGFC
mTOR signaling pathway                                       |hsa04150     |52         |1355      |96        |61686         |24.65922509225092  |4.116349999999999e-60  |2.4144e-59             |CHUK,AKT3,ULK2,PIK3R3,FZD7,FZD6,FZD4,FZD1,SLC7A5,WNT7A,WNT2,WNT1,TNF,BRAF,STK11,SOS1,SKP2,RPS6KB1,RAF1,PTEN,MAP2K1,MAPK1,PRKAA2,PRKAA1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,LRP6,RHOA,KRAS,IRS1,INSR,IKBKB,IGF1R,IGF1,HRAS,GSK3B,GRB2,RICTOR,MTOR,AKT2,AKT1,EIF4EBP1,EIF4E,WNT10A,DVL3,STRADB,DDIT4,WNT4,CAB39
Chemokine signaling pathway                                  |hsa04062     |58         |1355      |133       |61686         |19.85288682962018  |1.0501199999999998e-59 |6.043159999999999e-59  |CHUK,CDC42,CCL26,AKT3,ROCK2,PIK3R3,CXCR4,TIAM1,BRAF,STAT5B,STAT3,STAT1,SRC,SOS1,SHC1,CXCL12,CCL22,CCL20,CCL5,CCL4,CCL1,ROCK1,RELA,RAP1B,RAF1,RAC1,PXN,MAP2K1,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CA,PAK1,NRAS,NFKBIB,NFKBIA,NFKB1,RHOA,KRAS,JAK3,JAK2,CXCR2,CXCL8,IKBKB,HRAS,GSK3B,GRB2,GNAI2,FOXO3,AKT2,AKT1,CRKL,CRK,CCR7,CCR1
Rap1 signaling pathway                                       |hsa04015     |62         |1355      |164       |61686         |17.210566105661055 |4.985789999999999e-59  |2.81605e-58            |CDH1,CDC42,AKT3,DOCK4,PIK3R3,VEGFA,ACTG1,TIAM1,THBS1,TEK,BRAF,SRC,ACTB,RAP1B,RAF1,RAC1,MAP2K6,MAP2K3,MAP2K1,MAPK1,PRKD1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MET,RHOA,KRAS,KIT,KDR,ITGB3,ITGB1,INSR,IGF1R,IGF1,HRAS,HGF,ANGPT2,GNAI2,FLT1,FGFR3,FGFR1,FGF9,FGF5,FGF2,AKT2,AKT1,EPHA2,EGFR,PDGFC,CTNND1,CSF1R,CSF1,MAPK14,PLCE1,CRKL,CRK
Toll-like receptor signaling pathway                         |hsa04620     |49         |1355      |85        |61686         |26.243663989581076 |1.3794799999999997e-58 |7.64982e-58            |CHUK,TAB1,CD40,AKT3,CD80,CASP8,FADD,PIK3R3,TRAF6,TNF,TLR4,TLR3,TLR2,MAP3K7,STAT1,MAP2K4,CCL5,CCL4,RELA,RAC1,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NFKBIA,NFKB1,MYD88,JUN,IRF5,IRAK1,IL12A,CXCL8,IL6,IL1B,IKBKB,IFNB1,TICAM2,FOS,AKT2,AKT1,TIRAP,TLR7,MAPK14,MAP3K8
Autophagy - animal                                           |hsa04140     |54         |1355      |114       |61686         |21.56434259079433  |3.766919999999999e-58  |2.0516300000000002e-57 |ATG4B,ATG14,ATG7,AKT3,RB1CC1,ULK2,ATG5,ATG12,MTMR3,BECN1,IRS2,PIK3R3,UVRAG,TRAF6,MAP3K7,BNIP3,STK11,RPS6KB1,BCL2,RAF1,PTEN,MAP2K1,MAPK9,MAPK1,PRKCD,PRKAA2,PRKAA1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,NRAS,LAMP2,KRAS,ITPR1,IRS1,IGF1R,HRAS,HMGB1,HIF1A,MTOR,AKT2,AKT1,PRAP1,ATG4A,ERN1,ATG4D,ATG4C,EIF2S1,MTMR14,DAPK3,ATG2B,ATG16L1,DDIT4
T cell receptor signaling pathway                            |hsa04660     |50         |1355      |93        |61686         |24.475657659802405 |1.27646e-57            |6.830159999999999e-57  |CHUK,MALT1,CDK4,CDC42,PAK4,RASGRP1,CD40LG,AKT3,CD28,CD8A,BCL10,PIK3R3,ZAP70,TNF,MAP3K7,SOS1,RELA,RAF1,MAP2K1,MAPK9,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PAK1,NRAS,NFKBIB,NFKBIA,NFKB1,NFATC3,NFATC1,RHOA,KRAS,JUN,IL4,IL2,IKBKB,IFNG,HRAS,GSK3B,GRB2,FYN,FOS,AKT2,AKT1,PAK5,MAPK14,MAP3K8
Cell cycle                                                   |hsa04110     |49         |1355      |89        |61686         |25.06417347319541  |3.3887e-57             |1.7819899999999998e-56 |CHEK1,CDKN2C,CDKN2A,CDKN1C,CDKN1B,CDKN1A,CDK6,CDK4,CDC27,CDC25A,CDC6,CCNE1,CCND3,CCND2,CCNA2,PTTG1,CCNE2,CDC14A,YWHAZ,WEE1,TP53,BUB1,TGFB3,TGFB2,TGFB1,SKP2,CCND1,RBL2,RBL1,RB1,RAD21,ATR,PLK1,ATM,MYC,MDM2,MCM2,SMAD4,SMAD3,SMAD2,MAD2L1,HDAC2,HDAC1,GSK3B,ABL1,E2F5,E2F3,E2F2,E2F1
Cytokine-cytokine receptor interaction                       |hsa04060     |60         |1355      |159       |61686         |17.179140848012253 |4.193139999999999e-57  |2.16764e-56            |CCL26,CD40LG,CD40,ACVR1B,ACVR1,IL32,TNFRSF10A,TNFRSF10B,TNFSF10,TNFSF12,TNFSF13,TNFSF11,GDF5,CXCR4,TNF,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BMPR2,BMPR1B,BMP7,BMP6,BMP4,BMP2,CXCL12,CCL22,CCL20,CCL5,CCL4,CCL1,MPL,LIFR,LIF,FASLG,FAS,INHBB,IL18,IL13,IL12A,IL11,IL10RA,CXCR2,CXCL8,IL7,IL6R,IL6,IL4,IL2,IL1B,IFNG,IFNB1,IL34,ACVR1C,CSF1R,CSF1,IL21R,CCR7,CCR1
Regulation of actin cytoskeleton                             |hsa04810     |59         |1355      |152       |61686         |17.67078073412313  |4.864819999999999e-57  |2.4729499999999996e-56 |CDC42,PAK4,WASF2,ARPC5,ROCK2,PIK3R3,CXCR4,EZR,ACTG1,TIAM1,BRAF,SRC,SOS1,SLC9A1,CXCL12,ACTB,ROCK1,RDX,RAF1,RAC1,PXN,MAP2K1,MAPK1,PPP1CC,PIK3R2,PIK3R1,PIK3CD,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,PAK1,NRAS,MSN,RHOA,LIMK1,KRAS,ITGB8,ITGB3,ITGB1,ITGAV,ITGA7,ITGA5,ITGA3,ITGA6,APC,HRAS,FN1,FGFR3,FGFR1,FGF9,FGF5,FGF2,EGFR,PAK5,PDGFC,CRKL,CRK
Thyroid hormone signaling pathway                            |hsa04919     |48         |1355      |85        |61686         |25.708079010201867 |8.43441e-57            |4.21721e-56            |AKT3,CASP9,KAT2B,NCOA1,PIK3R3,NCOA3,ACTG1,TP53,THRB,STAT1,SRC,BMP4,SLC9A1,SLC2A1,ACTB,RXRA,CCND1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CA,ATP2A2,NRAS,NOTCH4,NOTCH2,NOTCH1,MYC,MDM2,KRAS,ITGB3,ITGAV,HRAS,HIF1A,HDAC2,HDAC1,GSK3B,GATA4,MTOR,FOXO1,AKT2,AKT1,ESR1,RCAN1,WNT4,PLCE1
