description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Human immunodeficiency virus 1 infection                     |hsa05170     |73         |1493      |154       |61686         |19.585241951618375 |3.39709e-75            |4.225979999999999e-74  |SAMHD1,CHUK,CHEK1,TAB2,CDC25C,CDK1,PAK4,AKT3,CCNB1,BTRC,CASP9,CASP8,CASP3,FADD,TRADD,CUL4A,CUL5,CXCR4,WEE1,TRAF6,TNF,TLR4,TLR2,TAP1,RPS6KB1,BCL2L1,BCL2,BAX,RELA,RAF1,RAC1,PXN,ATR,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK9,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PAK2,PAK1,ATM,NRAS,NFKB1,NFATC3,NFATC1,MYD88,LIMK1,KRAS,JUN,FASLG,IRAK1,IKBKB,IFNB1,HRAS,HLA-G,PDIA3,MTOR,FOS,AKT2,PTK2B,AKT1,PAK5,MAPK14,IRAK4,CRKL,CRK,TBK1
Transcriptional misregulation in cancer                      |hsa05202     |67         |1493      |132       |61686         |20.971412044084513 |1.0024399999999998e-71 |1.1990699999999999e-70 |CEBPB,CDKN2C,CDKN1B,CDKN1A,CDK9,CCNT2,CCNT1,CCND2,CCNA2,RUNX1,RUNX2,PROM1,HMGA2,PAX8,TP53,TGFBR2,ZEB1,SPI1,SP1,BMI1,SIX1,RXRA,BCL6,BCL2L1,BAX,RELA,RARA,PPARG,PLAU,PLAT,PDGFA,PBX3,PAX7,PAX3,ATM,ATF1,NFKB1,MYCN,MYC,MMP9,MMP3,MITF,MET,MEN1,MEIS1,MEF2C,MDM2,SMAD1,CXCL8,IL6,IGF1R,IGF1,ID2,HPGD,HOXA10,HOXA9,HDAC1,H3-3A,FUT8,FLI1,FOXO1,EYA1,EWSR1,ETV1,ERG,SLC45A3,CSF1R
Herpes simplex virus 1 infection                             |hsa05168     |67         |1493      |133       |61686         |20.81373225427937  |1.9739699999999997e-71 |2.1925199999999994e-70 |CHUK,TAB2,AKT3,IKBKE,ZNF254,SOCS3,CASP9,CASP8,CASP3,FADD,TRADD,TSC1,TRAF6,TP53,TNF,TLR3,TLR2,TAP1,STAT1,SRC,SRSF1,CCL5,CCL2,BCL2L1,BCL2,RHEB,BAX,RELA,PPP1CC,POU2F2,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB1,MYD88,JAK2,JAK1,ITGB3,FASLG,ITGA5,IRAK1,IL12B,IL12A,IL6,IL1B,IKBKB,IFNGR1,IFNG,IFNB1,APAF1,HLA-G,PDIA3,MTOR,TICAM1,AKT2,AKT1,ZNF561,EIF2S1,ZNF611,ZNF350,RBAK,ZNF248,DAXX,ZNF83,IRAK4,TBK1
Ras signaling pathway                                        |hsa04014     |73         |1493      |169       |61686         |17.846906867155205 |1.9425899999999995e-71 |2.2375799999999994e-70 |CHUK,RRAS2,CDC42,PAK4,RASGRP1,AKT3,GAB2,RASAL2,KSR1,BRAP,ZAP70,VEGFC,VEGFA,TIAM1,SHC1,BDNF,BCL2L1,RELA,RASA1,RAP1B,RAF1,RAC1,RAB5B,RAB5A,MAP2K1,MAPK9,MAPK1,PRKCA,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,PAK2,PAK1,NTRK2,NTF3,NRAS,NFKB1,NF1,MET,RHOA,KRAS,KIT,KDR,FASLG,IKBKB,IGF2,IGF1R,IGF1,HRAS,HGF,GRB2,ABL2,ABL1,FGFR3,FGFR1,FGF9,FGF7,FGF2,AKT2,AKT1,ETS1,EGFR,PAK5,PDGFC,CSF1R,PLCE1,TBK1
Fluid shear stress and atherosclerosis                       |hsa05418     |62         |1493      |108       |61686         |23.718910471087295 |4.757309999999999e-71  |4.931739999999999e-70  |TXN2,CHUK,CDH5,AKT3,ACVR2B,KEAP1,ACVR2A,ACVR1,CAV1,VEGFA,TP53,TNF,BMPR2,BMPR1B,SRC,MAP2K4,SELE,SDC1,CCL2,BCL2,RELA,RAC1,MAP2K6,MAPK13,MAPK9,MAPK7,PRKAA2,PRKAA1,PLAT,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFB,PDGFA,NOS3,NFKB1,NFE2L2,MMP9,MMP2,MAP3K5,MEF2C,MEF2A,RHOA,KDR,JUN,ITGB3,ITGAV,IL1B,IL1A,IKBKB,IFNG,ICAM1,HMOX1,GPC1,FOS,AKT2,AKT1,EDN1,DUSP1,CTNNB1,MAPK14
Hippo signaling pathway                                      |hsa04390     |62         |1493      |108       |61686         |23.718910471087295 |4.757309999999999e-71  |4.931739999999999e-70  |WWC1,CDH1,YAP1,CCND3,CCND2,DLG5,BTRC,FZD7,FZD6,FZD4,AXIN2,GDF5,FZD5,YWHAZ,YWHAG,WNT10B,WNT7A,WNT1,TP53BP2,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,TCF7,STK3,BMPR2,BMPR1B,BMP7,BMP6,BMP2,SOX2,SNAI2,CCND1,PPP2R2A,PPP1CC,SERPINE1,NF2,MYC,SMAD7,SMAD4,SMAD3,SMAD2,SMAD1,BIRC5,ID2,APC,GSK3B,AMOT,WNT3A,TCF7L1,WNT10A,DVL2,DVL1,PALS1,SAV1,CTNNB1,CCN2,WNT4,LEF1,BBC3,LATS2
Yersinia infection                                           |hsa05135     |63         |1493      |117       |61686         |22.247514039878407 |1.0416499999999999e-69 |1.0450099999999998e-68 |CHUK,TAB2,CDC42,ACTR2,ARPC3,ARPC5,AKT3,BCAR1,ROCK2,ZAP70,VAV2,TRAF6,TNF,TLR4,SRC,MAP2K4,CCL2,RPS6KA3,ROCK1,RELA,RAC1,PXN,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK9,MAPK1,PKN2,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB1,NFATC3,NFATC1,MYD88,RHOA,LIMK1,JUN,ITGB1,ITGA5,IRAK1,CXCL8,IL6,IL2,IL1B,IKBKB,IFNB1,GSK3B,FOS,FN1,TICAM1,AKT2,PTK2B,AKT1,DOCK1,ELMO2,MAPK14,IRAK4,CRKL,CRK,TBK1
Measles                                                      |hsa05162     |62         |1493      |113       |61686         |22.66940115820733  |2.5322099999999993e-69 |2.4609899999999995e-68 |CHUK,TAB2,CDKN1B,CDK6,CDK4,CDK2,AKT3,IKBKE,CCNE1,CCND3,CCND2,CCNE2,CASP9,CASP8,CASP3,FADD,TRADD,TRAF6,TP53,TNFAIP3,TLR4,TLR2,STAT5B,STAT5A,STAT3,STAT1,BCL2L1,BCL2,CCND1,BAX,RELA,MAPK9,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKBIB,NFKB1,MYD88,JUN,JAK1,FASLG,IRAK1,IL12B,IL12A,IL6,IL2,IL1B,IL1A,IKBKB,IFNB1,HSPA1B,APAF1,GSK3B,FOS,AKT2,AKT1,EIF2S1,CSNK2A1,IRAK4,TBK1,BBC3
Endocrine resistance                                         |hsa01522     |57         |1493      |90        |61686         |26.167314132618888 |5.19096e-69            |4.892089999999999e-68  |ADCY1,CDKN2C,CDKN2A,CDKN1B,CDKN1A,CDK4,CARM1,AKT3,NCOA3,TP53,BRAF,SRC,SP1,SHC1,RPS6KB1,BCL2,CCND1,BAX,RB1,RAF1,MAP2K1,MAPK13,MAPK9,MAPK1,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NOTCH4,NOTCH2,NOTCH1,MMP9,MMP2,MDM2,KRAS,JUN,IGF1R,IGF1,HRAS,GRB2,MTOR,FOS,AKT2,AKT1,ESR2,ESR1,ERBB2,EGFR,JAG1,E2F3,E2F2,E2F1,DLL4,MAPK14,DLL1
Salmonella infection                                         |hsa05132     |69         |1493      |156       |61686         |18.274743675614403 |1.8022799999999997e-68 |1.6485599999999997e-67 |TXN2,CHUK,TAB2,CDC42,TUBB4B,ACTR2,ARPC3,ARPC5,AKT3,ROCK2,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,TRADD,TRAF6,TNF,TLR4,TLR2,TCF7,MAP2K4,BCL2,BAX,RELA,RAF1,RAC1,RAB5B,RAB5A,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK9,MAPK1,PIK3CG,PIK3CD,PIK3CB,PIK3C2A,PAK1,NFKB1,NAIP,MYO6,MYD88,MYC,RHOB,RHOA,JUN,IRAK1,CXCL8,IL6,IL1B,IKBKB,HRAS,ANXA2,GAPDH,TAB3,FOS,AKT2,AKT1,TCF7L1,ELMO2,VPS18,CTNNB1,MAPK14,LEF1,IRAK4
TNF signaling pathway                                        |hsa04668     |59         |1493      |102       |61686         |23.898940152082268 |6.076249999999999e-68  |5.399179999999999e-67  |CHUK,TAB2,CEBPB,DNM1L,AKT3,CREB5,BAG4,RPS6KA5,SOCS3,MAP3K14,RPS6KA4,CASP8,CASP7,CASP3,FADD,TRADD,VEGFC,TNFAIP3,TNF,MAP2K4,SELE,CX3CL1,CCL20,CCL5,CCL2,RELA,PTGS2,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB1,MMP14,MMP9,MMP3,MAP3K5,JUN,CXCL10,IL6,IL1B,IKBKB,IFNB1,ICAM1,TAB3,FOS,AKT2,AKT1,ITCH,JAG1,EDN1,MAPK14,CREB1,MAP3K8
Cell cycle                                                   |hsa04110     |56         |1493      |89        |61686         |25.997095057835445 |1.4095899999999998e-67 |1.2177299999999998e-66 |CHEK1,CDKN2D,CDKN2C,CDKN2B,CDKN2A,CDKN1C,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC27,CDC25C,CDC25B,CDC25A,CDC6,CDK1,CCNE1,CCND3,CCND2,CCNB1,CCNA2,PTTG1,CCNE2,CDC7,SMC1A,YWHAZ,YWHAG,WEE1,TP53,TGFB3,TGFB2,TGFB1,TFDP2,SKP2,CCND1,RBL2,RBL1,RB1,ATR,PLK1,PCNA,ATM,MYC,MDM2,SMAD4,SMAD3,SMAD2,MAD2L1,HDAC1,GSK3B,ABL1,E2F5,E2F3,E2F2,E2F1
Chronic myeloid leukemia                                     |hsa05220     |52         |1493      |73        |61686         |29.43115360265715  |2.5361899999999994e-67 |2.13177e-66            |CHUK,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,AKT3,GAB2,RUNX1,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,STAT5B,STAT5A,SHC1,BCL2L1,CCND1,BAX,RELA,RB1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NFKB1,MYC,MDM2,SMAD4,SMAD3,KRAS,IKBKB,HRAS,HDAC1,GRB2,ABL1,AKT2,AKT1,MECOM,E2F3,E2F2,E2F1,CTBP2,CRKL,CRK
Neurotrophin signaling pathway                               |hsa04722     |57         |1493      |100       |61686         |23.550582719357    |3.7171899999999995e-65 |3.0422299999999995e-64 |SH2B1,PRDM4,CDC42,AKT3,RPS6KA5,CAMK2D,CAMK4,TRAF6,TP53,BRAF,SHC1,BDNF,RPS6KA3,BCL2,BAX,RELA,RAP1B,RAF1,RAC1,MAP2K1,MAPK13,MAPK9,MAPK7,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NTRK3,NTRK2,NTF3,NRAS,NFKBIB,NFKB1,MAP3K5,MAP3K1,ARHGDIB,ARHGDIA,RHOA,KRAS,JUN,FASLG,IRS1,IRAK1,IKBKB,HRAS,GSK3B,GRB2,ABL1,FOXO3,AKT2,AKT1,MAPK14,IRAK4,CRKL,CRK
Viral carcinogenesis                                         |hsa05203     |63         |1493      |134       |61686         |19.425068228849053 |9.580129999999997e-65  |7.639539999999999e-64  |CHEK1,CDKN2B,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC42,CDK1,HDAC6,HDAC4,CREB5,CCNE1,CCND3,CCND2,CCNA2,CCNE2,CASP8,KAT2B,CASP3,TRADD,YWHAZ,YWHAG,TP53,STAT5B,STAT5A,STAT3,SRF,SRC,SKP2,CCND1,BAX,RELA,RBL2,RBL1,RB1,RAC1,PXN,MAPK1,PRKACB,PKM,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NFKB2,NFKB1,MDM2,RHOA,KRAS,JUN,JAK1,HRAS,HNRNPK,HLA-G,HDAC1,GRB2,EGR2,VAC14,CREB1,SND1
EGFR tyrosine kinase inhibitor resistance                    |hsa01521     |51         |1493      |76        |61686         |27.725755279021403 |7.136009999999999e-64  |5.548249999999999e-63  |BCL2L11,AKT3,VEGFA,BRAF,STAT3,SRC,SHC1,RPS6KB1,BCL2L1,BCL2,BAX,RAF1,AXL,PTEN,MAP2K1,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,NF1,MET,KRAS,KDR,JAK2,JAK1,IL6R,IL6,IGF1R,IGF1,HRAS,HGF,GSK3B,GRB2,MTOR,FOXO3,FGFR3,FGF2,AKT2,AKT1,ERBB3,ERBB2,EIF4E,EGFR,PDGFC
Wnt signaling pathway                                        |hsa04310     |56         |1493      |99        |61686         |23.371125860074287 |9.083749999999998e-64  |6.890349999999999e-63  |BAMBI,FRAT2,DKK1,ROCK2,CCND3,CCND2,BTRC,CAMK2D,LGR5,FZD7,FZD6,FZD4,AXIN2,FOSL1,FZD5,WNT10B,WNT7A,WNT1,TP53,TLE4,TCF7,SFRP4,SFRP1,CCND1,RAC1,MAPK9,PRKCA,PRKACB,ROR1,NFATC3,NFATC1,MYC,MMP7,SMAD4,SMAD3,LRP6,RHOA,JUN,APC,GSK3B,WNT3A,ZNRF3,TCF7L1,WNT10A,DVL2,DVL1,SOX17,CTNNBIP1,CTNNB1,CTBP2,WNT4,NLK,CSNK2A1,CSNK1A1,LEF1,DKK2
Pathogenic Escherichia coli infection                        |hsa05130     |60         |1493      |121       |61686         |20.487675266948237 |1.55729e-63            |1.1531399999999998e-62 |CHUK,TAB2,CDC42,TUBB4B,ACTR2,ARPC3,ARPC5,ROCK2,CLDN1,CLDN2,CLDN10,CASP9,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,TRADD,TRAF6,TNF,TLR4,TJP1,SRC,ROCK1,BAX,RELA,RAC1,RAB1A,MAPK13,MAPK9,MAPK1,PAK2,PAK1,NFKBIB,NFKB1,NAIP,MYO10,MYO6,MYO1D,MYH9,MYD88,RHOA,JUN,ITGB1,FASLG,IRAK1,CXCL8,IL6,IL1B,IKBKB,GAPDH,FYN,TAB3,ABL1,FOS,LPAR1,MAPK14,IRAK4
Colorectal cancer                                            |hsa05210     |52         |1493      |82        |61686         |26.200905036511855 |4.215529999999999e-63  |3.048909999999999e-62  |CDKN1A,BCL2L11,AKT3,CASP9,CASP3,AXIN2,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,TCF7,RPS6KB1,BCL2,CCND1,BAX,RAF1,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,MYC,MSH2,MLH1,SMAD4,SMAD3,SMAD2,RHOA,KRAS,JUN,BIRC5,APC,HRAS,MSH6,GSK3B,GRB2,MTOR,FOS,AKT2,AKT1,EGFR,TCF7L1,CTNNB1,LEF1,BBC3
Small cell lung cancer                                       |hsa05222     |51         |1493      |78        |61686         |27.01483847699521  |5.828239999999999e-63  |4.119499999999999e-62  |CKS2,CHUK,CDKN2B,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,AKT3,CCNE1,CCNE2,CASP9,CASP3,TRAF6,TP53,SKP2,RXRA,BCL2L1,BCL2,CCND1,BAX,RELA,RB1,RARB,PTGS2,PTEN,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NOS2,NFKB1,MYC,LAMC2,LAMC1,ITGB1,ITGAV,ITGA3,ITGA6,IKBKB,XIAP,APAF1,FN1,FHIT,AKT2,AKT1,E2F3,E2F2,E2F1,COL4A2,COL4A1
Chemokine signaling pathway                                  |hsa04062     |61         |1493      |132       |61686         |19.09337514461426  |3.885669999999999e-62  |2.6854299999999994e-61 |CHUK,ADCY1,CXCR6,CDC42,CCL26,AKT3,BCAR1,ROCK2,CXCR4,VAV2,TIAM1,BRAF,STAT5B,STAT3,STAT1,SRC,SHC1,CXCL12,CX3CL1,CCL22,CCL20,CCL7,CCL5,CCL2,ROCK1,RELA,RAP1B,RAF1,RAC1,PXN,MAP2K1,MAPK1,PRKCD,PRKACB,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PAK1,NRAS,NFKBIB,NFKB1,RHOA,KRAS,JAK2,CXCL10,CXCR2,CXCL8,IKBKB,HRAS,GSK3B,GRB2,FOXO3,AKT2,PTK2B,AKT1,CRKL,CRK,CCR7,CCR1
Pancreatic cancer                                            |hsa05212     |49         |1493      |72        |61686         |28.118385800401875 |6.770089999999998e-62  |4.577169999999999e-61  |CHUK,CDKN2A,CDKN1A,CDK6,CDK4,CDC42,AKT3,CASP9,VEGFA,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,STAT3,STAT1,RPS6KB1,BCL2L1,CCND1,BAX,RELA,RB1,RAF1,RAD51,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB1,SMAD4,SMAD3,SMAD2,KRAS,JAK1,IKBKB,MTOR,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
mTOR signaling pathway                                       |hsa04150     |54         |1493      |99        |61686         |22.53644279364306  |2.4744599999999995e-60 |1.6373599999999997e-59 |CHUK,AKT3,FZD7,FZD6,FZD4,FZD5,WNT10B,WNT7A,WNT1,TSC1,TNF,BRAF,STK11,SKP2,RPS6KB1,RPS6KA3,RHEB,RAF1,PTEN,MAP2K1,MAPK1,PRKCA,PRKAA2,PRKAA1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,LRP6,RHOA,KRAS,IRS1,IKBKB,IGF1R,IGF1,HRAS,GSK3B,GRB10,GRB2,RICTOR,MTOR,AKT2,AKT1,WNT3A,EIF4E,WNT10A,DVL2,DVL1,RPTOR,STRADB,DDIT4,WNT4,CAB39
Osteoclast differentiation                                   |hsa04380     |55         |1493      |107       |61686         |21.237613536065503 |1.7412399999999996e-59 |1.12818e-58            |CHUK,TAB2,AKT3,GAB2,SOCS3,MAP3K14,SOCS1,TNFSF11,CAMK4,FOSL1,TRAF6,TNF,BTK,TGFBR2,TGFBR1,TGFB2,TGFB1,STAT1,SPI1,RELA,RAC1,MAP2K6,MAP2K1,MAPK13,MAPK9,MAPK1,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB2,NFKB1,NFATC1,MITF,JUN,JAK1,ITGB3,IL1B,IL1A,IKBKB,IFNGR1,IFNG,IFNB1,GRB2,FYN,FOS,SIRPA,AKT2,AKT1,CYLD,TREM2,CSF1R,MAPK14,CREB1
Toxoplasmosis                                                |hsa05145     |50         |1493      |82        |61686         |25.193177919722938 |1.9633199999999996e-59 |1.24611e-58            |CHUK,TAB2,PPIF,AKT3,CASP9,CASP8,CASP3,SOCS1,TRAF6,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,STAT3,STAT1,BCL2L1,BCL2,RELA,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PIK3CG,NOS2,NFKBIB,NFKB1,MYD88,LDLR,LAMC2,LAMC1,JAK2,JAK1,ITGB1,ITGA6,IRAK1,IL12B,IL12A,IL10RA,IKBKB,IFNGR1,IFNG,XIAP,HSPA1B,AKT2,AKT1,MAPK14,IRAK4
Rap1 signaling pathway                                       |hsa04015     |64         |1493      |164       |61686         |16.123633868622676 |2.6725599999999995e-59 |1.66233e-58            |ADCY1,CDH1,CDC42,AKT3,DOCK4,RAPGEF2,BCAR1,VEGFC,VEGFA,VAV2,TIAM1,THBS1,BRAF,SRC,RAP1B,RAF1,RAC1,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK1,PRKD1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MET,RHOA,KRAS,KIT,KDR,ITGB3,ITGB1,IGF1R,IGF1,HRAS,HGF,FGFR3,FGFR1,FGF9,FGF7,FGF2,AKT2,AKT1,EGFR,LPAR1,DRD2,PDGFC,CTNND1,CTNNB1,CSF1R,MAPK14,PLCE1,ADORA2B,ADORA2A,CRKL,CRK
Influenza A                                                  |hsa05164     |56         |1493      |117       |61686         |19.775568035447474 |3.0300400000000003e-58 |1.84773e-57            |CHUK,CDK6,CDK4,AKT3,IKBKE,CCND3,SOCS3,CASP9,CASP8,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,TRADD,TNF,TLR4,TLR3,STAT1,CCL5,CCL2,BAX,RELA,RAF1,MAP2K1,MAPK1,PRKCA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKBIB,NFKB1,MYD88,JAK2,JAK1,FASLG,CXCL10,IL12B,IL12A,CXCL8,IL6,IL1B,IL1A,IKBKB,IFNGR1,IFNG,IFNB1,ICAM1,APAF1,TICAM1,AKT2,AKT1,EIF2S1,IRAK4,TBK1
Chagas disease                                               |hsa05142     |50         |1493      |86        |61686         |24.02140220252652  |6.44995e-58            |3.85756e-57            |CHUK,ADCY1,AKT3,CASP8,FADD,TRAF6,TNF,TLR4,TLR2,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,MAP2K4,CCL5,CCL2,RELA,MAPK13,MAPK9,MAPK1,PPP2R2A,PIK3R2,PIK3R1,PIK3CD,PIK3CB,SERPINE1,NOS2,NFKB1,MYD88,SMAD2,JUN,FASLG,IRAK1,IL12B,IL12A,CXCL8,IL6,IL2,IL1B,IKBKB,IFNGR1,IFNG,IFNB1,FOS,TICAM1,AKT2,AKT1,MAPK14,IRAK4
Regulation of actin cytoskeleton                             |hsa04810     |61         |1493      |155       |61686         |16.2601646392844   |7.64307e-57            |4.484899999999999e-56  |RRAS2,CDC42,PAK4,ACTR2,ARPC3,ARPC5,BCAR1,ROCK2,CXCR4,VAV2,TIAM1,BRAF,SRC,SLC9A1,CXCL12,ROCK1,RAF1,RAC1,PXN,MAP2K1,MAPK1,PPP1CC,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,PAK2,PAK1,NRAS,MYLK,MYH9,RHOA,LIMK1,KRAS,ITGB8,ITGB4,ITGB3,ITGB1,ITGAV,ITGA5,ITGA3,ITGA6,APC,HRAS,FN1,FGFR3,FGFR1,FGF9,FGF7,FGF2,EGFR,LPAR1,DOCK1,PAK5,PDGFC,CRKL,CRK
Melanoma                                                     |hsa05218     |43         |1493      |59        |61686         |30.112252659302733 |1.3376999999999998e-56 |7.7041600000000015e-56 |CDKN2A,CDKN1A,CDK6,CDK4,CDH1,AKT3,TP53,BRAF,CCND1,BAX,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MITF,MET,MDM2,KRAS,IGF1R,IGF1,HRAS,HGF,FGFR1,FGF9,FGF7,FGF2,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,PDGFC
Autophagy - animal                                           |hsa04140     |54         |1493      |113       |61686         |19.74431713779348  |3.68759e-56            |2.08516e-55            |GABARAPL1,ATG4B,RRAS2,CAMKK2,ATG7,AKT3,RB1CC1,ATG5,ATG12,BECN1,TSC1,TRAF6,BNIP3,STK11,RPS6KB1,BCL2L1,BCL2,RHEB,RAF1,RAB1A,PTEN,MAP2K1,MAPK9,MAPK1,PRKCD,PRKACB,PRKAA2,PRKAA1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,LAMP2,KRAS,IRS1,IGF1R,HRAS,HMGB1,HIF1A,MTOR,AKT2,AKT1,PRAP1,ATG4A,ATG4D,ATG4C,EIF2S1,RPTOR,DAPK3,DAPK1,ATG16L1,DDIT4,TBK1
JAK-STAT signaling pathway                                   |hsa04630     |54         |1493      |115       |61686         |19.400937709310114 |1.26099e-55            |7.00299e-55            |CDKN1A,PIAS3,AKT3,SOCS5,CCND3,CCND2,SOCS6,SOCS3,SOCS1,STAT6,STAT5B,STAT5A,STAT4,STAT3,STAT1,BCL2L1,BCL2,CCND1,RAF1,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PDGFRB,PDGFRA,PDGFB,PDGFA,MYC,MPL,MCL1,JAK2,JAK1,IL13RA1,IL13,IL12B,IL12A,IL11,IL10RA,IL7,IL6R,IL6,IL4,IL2,IFNGR1,IFNG,IFNB1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,IL21R
Tuberculosis                                                 |hsa05152     |56         |1493      |129       |61686         |17.9359803112198   |3.264070000000001e-55  |1.78092e-54            |CORO1A,CEBPB,MALT1,AKT3,BCL10,CASP9,CASP8,KSR1,CASP3,FADD,TRADD,CAMK2D,VDR,TRAF6,TNF,TLR4,TLR2,TGFB3,TGFB2,TGFB1,STAT1,SRC,BCL2,BAX,RFXAP,RELA,RAF1,RAB5B,RAB5A,MAPK13,MAPK9,MAPK1,NOS2,NFKB1,MYD88,MRC1,RHOA,LAMP2,JAK2,JAK1,IRAK1,IL12B,IL12A,IL10RA,IL6,IL1B,IL1A,IFNGR1,IFNG,IFNB1,APAF1,AKT2,AKT1,MAPK14,IRAK4,CREB1
PD-L1 expression and PD-1 checkpoint pathway in cancer       |hsa05235     |47         |1493      |79        |61686         |24.580888025977767 |3.37058e-55            |1.80733e-54            |CHUK,RASGRP1,AKT3,ZAP70,TRAF6,TLR4,TLR2,STAT3,STAT1,RPS6KB1,RELA,RAF1,PTEN,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NRAS,NFKBIB,NFKB1,NFATC3,NFATC1,MYD88,KRAS,JUN,JAK2,JAK1,IKBKB,IFNGR1,IFNG,HRAS,HIF1A,TICAM2,MTOR,FOS,TICAM1,AKT2,AKT1,EGFR,CSNK2A1,MAPK14,CD274
Toll-like receptor signaling pathway                         |hsa04620     |48         |1493      |85        |61686         |23.33184665694811  |8.83066e-55            |4.6547999999999994e-54 |CHUK,TAB2,AKT3,IKBKE,CASP8,FADD,TRAF6,TNF,TLR4,TLR3,TLR2,STAT1,MAP2K4,CCL5,RELA,RAC1,MAP2K6,MAP2K3,MAP2K1,MAPK13,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,NFKB1,MYD88,JUN,IRF5,IRAK1,CXCL10,IL12B,IL12A,CXCL8,IL6,IL1B,IKBKB,IFNB1,TICAM2,FOS,TICAM1,AKT2,AKT1,MAPK14,IRAK4,TBK1,MAP3K8
