description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Pathways of neurodegeneration - multiple diseases            |hsa05022     |61         |933       |225       |61686         |17.924715969989283 |9.58724e-58            |8.4542e-57             |GABARAPL1,ATF6,TUBB4B,TUBB3,PPIF,CASP8,CASP3,FADD,BECN1,FZD6,FZD4,FZD1,XBP1,WNT2,WNT1,UQCRFS1,TNF,BDNF,ATXN1,BCL2,RAC1,RAB5A,PTGS2,PSMD9,MAP2K3,MAP2K1,MAPK13,ATP5F1B,ATP2A2,NRAS,NFKB1,COX2,MAP3K10,MAP3K5,LRP6,KRAS,ITPR1,FASLG,APP,IL1B,IL1A,HSPA5,APC,HRAS,APAF1,GSK3B,GPX2,MTOR,ERN1,WNT3A,DVL3,DERL1,DAXX,ATG2B,CYBB,CTNNB1,WNT4,CSNK1A1,CSF1,MAPK14,TBK1
Hippo signaling pathway                                      |hsa04390     |46         |933       |101       |61686         |30.11212632517271  |3.7553099999999995e-56 |3.2141099999999994e-55 |WWC1,CDH1,YAP1,CCND2,DLG5,BTRC,FZD6,FZD4,FZD1,GDF5,YWHAZ,WNT2,WNT1,ACTG1,TP73,TP53BP2,TGFBR2,TGFBR1,TGFB2,TGFB1,BMPR2,BMP4,BMP2,SOX2,SNAI2,CCND1,PRKCZ,SERPINE1,MYC,SMAD7,SMAD4,SMAD3,SMAD2,SMAD1,AREG,BIRC2,APC,GSK3B,WNT3A,NKD1,TCF7L1,DVL3,PALS1,CTNNB1,WNT4,LATS2
Transcriptional misregulation in cancer                      |hsa05202     |47         |933       |125       |61686         |24.859524115755626 |1.85899e-52            |1.5456099999999998e-51 |CEBPB,CDKN1B,CDKN1A,CDK9,CCND2,CCNA2,RUNX1,RUNX2,CCNA1,HMGA2,WT1,TP53,TGFBR2,ZEB1,SPI1,SP1,BMI1,SIX1,BCL6,PPARG,PLAT,ATM,ATF1,NFKB1,MYCN,MYC,MMP9,MITF,MET,MEIS1,MEF2C,MDM2,SMAD1,CXCL8,IGF1R,IGF1,BIRC2,HPGD,HOXA10,H3-3A,FLT1,FLI1,FOXO1,EYA1,ETV5,ERG,CSF1R
Chronic myeloid leukemia                                     |hsa05220     |39         |933       |70        |61686         |36.835920992191085 |2.1165e-52             |1.6646e-51             |CHUK,CDKN1B,CDKN1A,CDK6,AKT3,RUNX1,PIK3R3,TP53,TGFBR2,TGFBR1,TGFB2,TGFB1,STAT5B,SHC1,CCND1,RB1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,MYC,MDM2,SMAD4,SMAD3,KRAS,IKBKB,HRAS,GRB2,ABL1,AKT2,AKT1,E2F3,E2F2,E2F1,CRKL
Pancreatic cancer                                            |hsa05212     |39         |933       |70        |61686         |36.835920992191085 |2.1165e-52             |1.6646e-51             |CHUK,CDKN1A,CDK6,CDC42,AKT3,PIK3R3,VEGFA,TP53,TGFBR2,TGFBR1,TGFB2,TGFB1,STAT3,STAT1,RPS6KB1,CCND1,RB1,RAD51,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,SMAD4,SMAD3,SMAD2,KRAS,IKBKB,MTOR,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
Osteoclast differentiation                                   |hsa04380     |44         |933       |103       |61686         |28.243623762994414 |3.39654e-52            |2.60104e-51            |CHUK,TAB2,AKT3,SOCS3,MAP3K14,SOCS1,PIK3R3,TNF,TGFBR2,TGFBR1,TGFB2,TGFB1,MAP3K7,SYK,STAT1,SPI1,RAC1,MAP2K1,MAPK13,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MITF,JUNB,JUN,ITGB3,IL1B,IL1A,IKBKB,IFNGR1,IFNG,IFNB1,GRB2,FOS,AKT2,AKT1,CSF1R,CSF1,MAPK14,CREB1
JAK-STAT signaling pathway                                   |hsa04630     |45         |933       |114       |61686         |26.09832458960907  |1.9669499999999997e-51 |1.46764e-50            |CDKN1A,PIAS3,AKT3,CCND2,SOCS6,SOCS3,SOCS2,SOCS1,PIK3R3,STAT5B,STAT3,STAT1,BCL2,CCND1,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PIK3CA,PDGFRA,MYC,MPL,MCL1,LIF,LEPR,JAK2,IL13RA1,IL13,IL12RB2,IL12A,IL11,IL10RA,IL10,IL2,IFNGR1,IFNG,IFNB1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,IL21R
Toll-like receptor signaling pathway                         |hsa04620     |40         |933       |82        |61686         |32.251588110736414 |1.52414e-50            |1.1088099999999999e-49 |CHUK,TAB2,AKT3,IKBKE,CASP8,FADD,PIK3R3,TNF,TLR4,TLR3,TLR2,MAP3K7,STAT1,MAP2K4,RAC1,MAP2K3,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYD88,JUN,IRAK1,CXCL10,IL12A,CXCL8,IL1B,IKBKB,IFNB1,TICAM2,FOS,AKT2,AKT1,TLR7,MAPK14,TBK1
Small cell lung cancer                                       |hsa05222     |39         |933       |76        |61686         |33.92782196649179  |1.8272900000000001e-50 |1.29693e-49            |CHUK,CDKN2B,CDKN1B,CDKN1A,CDK6,CDK2,AKT3,CCNE1,CCNE2,CASP3,PIK3R3,TP53,SKP2,BCL2,CCND1,RB1,PTGS2,PTEN,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYC,ITGB1,ITGAV,ITGA3,IKBKB,XIAP,BIRC2,APAF1,FN1,AKT2,AKT1,E2F3,E2F2,E2F1,COL4A1
Thyroid hormone signaling pathway                            |hsa04919     |40         |933       |85        |61686         |31.113296765651597 |1.0165199999999999e-49 |7.04305e-49            |AKT3,KAT2B,PIK3R3,NCOA3,ACTG1,TP53,THRB,STAT1,BMP4,SLC16A2,SLC2A1,CCND1,RHEB,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,ATP1B1,NRAS,NOTCH2,NOTCH1,MYC,MDM2,KRAS,ITGB3,ITGAV,HRAS,HIF1A,GSK3B,GATA4,MTOR,FOXO1,AKT2,AKT1,ESR1,CTNNB1,WNT4
Apoptosis                                                    |hsa04210     |43         |933       |107       |61686         |26.56988310244313  |1.30442e-49            |8.827559999999998e-49  |CHUK,CTSC,BCL2L11,AKT3,MAP3K14,CASP8,CASP3,TNFRSF10B,FADD,TNFSF10,PIK3R3,ACTG1,TP53,TNF,BCL2,PTPN13,MAP2K1,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,NFKB1,MAP3K5,MCL1,KRAS,JUN,ITPR1,FASLG,IKBKB,XIAP,BIRC2,HRAS,APAF1,FOS,AKT2,AKT1,ERN1,LMNB2,DAXX
Ras signaling pathway                                        |hsa04014     |49         |933       |161       |61686         |20.122186495176848 |2.33354e-49            |1.54332e-48            |CHUK,CDC42,RASGRP1,AKT3,PIK3R3,VEGFC,VEGFA,TIAM1,SHC1,BDNF,RASA1,RAP1B,RAC1,RAB5A,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,PAK2,NTRK2,NTF3,NRAS,NFKB1,MET,RHOA,KRAS,KIT,KDR,FASLG,IKBKB,IGF1R,IGF1,HRAS,HGF,GRB2,ABL1,FLT1,FGF7,AKT2,AKT1,ETS1,EGFR,EFNA1,CSF1R,CSF1,TBK1
Influenza A                                                  |hsa05164     |44         |933       |119       |61686         |24.44616174444054  |8.514459999999998e-49  |5.50602e-48            |CHUK,CDK6,AKT3,IKBKE,SOCS3,CASP8,CASP3,TNFRSF10B,FADD,TNFSF10,PIK3R3,ACTG1,TNF,TLR4,TLR3,STAT1,DNAJC3,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYD88,MX1,JAK2,FASLG,CXCL10,IL18,IL12A,CXCL8,IL1B,IL1A,IKBKB,IFNGR1,IFNG,IFNB1,ICAM1,APAF1,AKT2,AKT1,TLR7,TBK1
Viral carcinogenesis                                         |hsa05203     |45         |933       |128       |61686         |23.24382033762058  |1.0601299999999999e-48 |6.706469999999998e-48  |CHEK1,CDKN2B,CDKN1B,CDKN1A,CDK6,CDK2,CDC42,CREB5,CCNE1,CCND2,CCNA2,CCNE2,CCNA1,CASP8,KAT2B,CASP3,PIK3R3,YWHAZ,TP53,SYK,STAT5B,STAT3,SRF,SKP2,CCND1,RB1,RAC1,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,MDM2,RHOA,KRAS,JUN,HRAS,HNRNPK,HLA-G,GRB2,VAC14,CREB1
Chagas disease                                               |hsa05142     |39         |933       |83        |61686         |31.06643939100453  |1.7919300000000002e-48 |1.1094699999999997e-47 |CHUK,AKT3,CASP8,FADD,PIK3R3,TNF,TLR4,TLR2,TGFBR2,TGFBR1,TGFB2,TGFB1,MAP2K4,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NFKB1,MYD88,SMAD2,JUN,FASLG,IRAK1,IL12A,IL10,CXCL8,IL2,IL1B,IKBKB,IFNGR1,IFNG,IFNB1,FOS,AKT2,AKT1,MAPK14
PD-L1 expression and PD-1 checkpoint pathway in cancer       |hsa05235     |38         |933       |77        |61686         |32.62855472501775  |2.47818e-48            |1.5024e-47             |CHUK,RASGRP1,AKT3,PIK3R3,TLR4,TLR2,STAT3,STAT1,RPS6KB1,PTEN,MAP2K3,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,NFATC3,MYD88,KRAS,JUN,JAK2,IKBKB,IFNGR1,IFNG,HRAS,HIF1A,TICAM2,MTOR,FOS,AKT2,AKT1,EGFR,MAPK14,CD274
Non-alcoholic fatty liver disease                            |hsa04932     |37         |933       |71        |61686         |34.454689552103616 |2.815529999999999e-48  |1.6720800000000001e-47 |CDC42,NR1H3,BCL2L11,AKT3,SOCS3,CASP8,CASP3,IRS2,PIK3R3,XBP1,UQCRFS1,TNF,TGFB1,RAC1,PRKAB1,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,COX2,MAP3K11,MAP3K5,LEPR,JUN,FASLG,CXCL8,IL1B,IL1A,IKBKB,GSK3B,FOS,AKT2,AKT1,ERN1
Cell cycle                                                   |hsa04110     |39         |933       |84        |61686         |30.696600826825907 |3.29763e-48            |1.9192199999999998e-47 |CHEK1,CDKN2B,CDKN1C,CDKN1B,CDKN1A,CDK6,CDK2,CDC25A,RBX1,CCNE1,CCND2,CCNA2,CCNE2,CCNA1,CDC7,SMC1A,YWHAZ,WEE1,TP53,BUB1,TGFB2,TGFB1,SKP2,CCND1,RB1,PLK1,ATM,MYC,MDM2,SMAD4,SMAD3,SMAD2,MAD2L1,GSK3B,ABL1,E2F3,E2F2,E2F1,ANAPC1
Rap1 signaling pathway                                       |hsa04015     |48         |933       |162       |61686         |19.58985351911397  |9.72424e-48            |5.54854e-47            |CDH1,CDC42,AKT3,DOCK4,RAPGEF2,PIK3R3,VEGFC,VEGFA,ACTG1,TIAM1,THBS1,RAP1B,RAC1,MAP2K3,MAP2K1,MAPK13,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,MET,RHOA,KRAS,KIT,KDR,ITGB3,ITGB1,IGF1R,IGF1,HRAS,HGF,FLT1,FGF7,AKT2,AKT1,TLN2,EGFR,EFNA1,LPAR1,CTNNB1,CSF1R,CSF1,MAPK14,CRKL
Neurotrophin signaling pathway                               |hsa04722     |40         |933       |93        |61686         |28.436884140649312 |1.04227e-47            |5.83271e-47            |CDC42,AKT3,PIK3R3,TP73,TP53,SHC1,BDNF,RPS6KA3,BCL2,RAP1B,RAC1,MAP2K1,MAPK13,MAPK7,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NTRK3,NTRK2,NTF3,NRAS,NFKB1,MAP3K5,RHOA,KRAS,JUN,FASLG,IRAK1,IKBKB,HRAS,GSK3B,GRB2,ABL1,FOXO3,AKT2,AKT1,MAPK14,CRKL
Pathogenic Escherichia coli infection                        |hsa05130     |43         |933       |117       |61686         |24.298952922747137 |1.40489e-47            |7.71363e-47            |CHUK,TAB2,WASF3,CDC42,TUBB4B,TUBB3,ACTR2,ARPC3,ROCK2,CLDN1,CASP8,CASP3,TNFRSF10B,FADD,TNFSF10,EZR,ACTG1,TNF,TLR4,MAP3K7,ROCK1,RAC1,MAPK13,PAK2,NFKB1,MYO10,MYO1D,MYH10,MYD88,RHOA,JUN,ITGB1,FASLG,IRAK1,IL18,CXCL8,IL1B,IKBKB,TAB3,ABL1,FOS,LPAR1,MAPK14
Toxoplasmosis                                                |hsa05145     |38         |933       |80        |61686         |31.404983922829583 |1.69936e-47            |9.157649999999999e-47  |CHUK,TAB2,PPIF,AKT3,CASP8,CASP3,SOCS1,TNF,TLR4,TLR2,TGFB2,TGFB1,MAP3K7,STAT3,STAT1,BCL2,MAP2K3,MAPK13,PIK3CG,NFKB1,MYD88,LDLR,JAK2,ITGB1,IRAK1,IL12A,IL10RA,IL10,IKBKB,IFNGR1,IFNG,XIAP,BIRC2,HSPA1B,ALOX5,AKT2,AKT1,MAPK14
HIF-1 signaling pathway                                      |hsa04066     |38         |933       |83        |61686         |30.269864022004413 |1.05429e-46            |5.57817e-46            |CDKN1B,CDKN1A,AKT3,RBX1,PIK3R3,VHL,VEGFA,TLR4,TF,STAT3,SLC2A1,RPS6KB1,BCL2,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NOS3,NFKB1,LDHA,IGF1R,IGF1,IFNGR1,IFNG,HK2,HIF1A,MTOR,FLT1,AKT2,AKT1,ERBB2,EGFR,EDN1,CYBB,EGLN1
mTOR signaling pathway                                       |hsa04150     |38         |933       |89        |61686         |28.229199031756927 |3.1230699999999995e-45 |1.6228799999999997e-44 |CHUK,AKT3,PIK3R3,FZD6,FZD4,FZD1,WNT2,WNT1,TNF,SKP2,RPS6KB1,RPS6KA3,RHEB,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,LRP6,RHOA,KRAS,IKBKB,IGF1R,IGF1,HRAS,GSK3B,GRB2,MTOR,AKT2,AKT1,WNT3A,DVL3,RPTOR,WNT4,CAB39
Cytokine-cytokine receptor interaction                       |hsa04060     |45         |933       |155       |61686         |19.19489679493828  |2.2288099999999994e-44 |1.1378699999999998e-43 |CCL26,ACVR2B,ACVR1B,ACVR1,TNFRSF10B,TNFSF10,GDF5,CXCR4,TNF,TGFBR2,TGFBR1,TGFB2,TGFB1,BMPR2,BMP4,BMP2,CCL20,MPL,LIF,LEPR,FASLG,CXCL10,IL18,IL13RA1,IL13,IL12RB2,IL12A,IL11,IL10RA,IL10,CXCL8,IL2,IL1B,IL1A,IFNGR1,IFNG,IFNB1,CXCL2,IL17RB,TNFRSF12A,CSF1R,CSF1,IL21R,CCR7,CCR1
Prolactin signaling pathway                                  |hsa04917     |33         |933       |61        |61686         |35.767539929365874 |6.22474e-44            |3.1231e-43             |AKT3,CCND2,SOCS6,SOCS3,SOCS2,SOCS1,PIK3R3,STAT5B,STAT3,STAT1,SHC1,CCND1,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,KRAS,JAK2,HRAS,GSK3B,GRB2,FOS,FOXO3,AKT2,AKT1,ESR2,ESR1,MAPK14
Chemokine signaling pathway                                  |hsa04062     |42         |933       |129       |61686         |21.526059971584534 |6.827139999999999e-44  |3.3672899999999998e-43 |CHUK,CDC42,CCL26,AKT3,ROCK2,PIK3R3,CXCR4,TIAM1,STAT5B,STAT3,STAT1,SHC1,CCL20,ROCK1,RAP1B,RAC1,MAP2K1,PRKCZ,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,RHOA,KRAS,JAK2,CXCL10,CXCL8,IKBKB,HRAS,GSK3B,CXCL2,GRB2,FOXO3,AKT2,AKT1,CRKL,CCR7,CCR1
IL-17 signaling pathway                                      |hsa04657     |35         |933       |74        |61686         |31.27096549926132  |9.27293e-44            |4.49737e-43            |CHUK,TAB2,CEBPB,TRAF3IP2,IKBKE,CASP8,CASP3,FADD,TNFAIP3,TNF,MAP3K7,SRSF1,CCL20,PTGS2,MAPK13,MAPK7,NFKB1,MMP9,JUN,CXCL10,IL13,CXCL8,IL1B,IKBKB,IFNG,HSP90AA1,GSK3B,CXCL2,TAB3,FOS,ELAVL1,IL17RB,MAPK14,USP25,TBK1
Melanoma                                                     |hsa05218     |32         |933       |56        |61686         |37.78043178686265  |1.02432e-43            |4.88653e-43            |CDKN1A,CDK6,CDH1,AKT3,PIK3R3,TP53,CCND1,RB1,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,MITF,MET,MDM2,KRAS,IGF1R,IGF1,HRAS,HGF,FGF7,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1
EGFR tyrosine kinase inhibitor resistance                    |hsa01521     |34         |933       |72        |61686         |31.22132904608789  |1.62972e-42            |7.649189999999999e-42  |BCL2L11,AKT3,PIK3R3,VEGFA,STAT3,SHC1,RPS6KB1,BCL2,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,MET,KRAS,KDR,JAK2,IGF1R,IGF1,HRAS,HGF,GSK3B,GRB2,MTOR,FOXO3,AKT2,AKT1,ERBB3,ERBB2,EGFR
ErbB signaling pathway                                       |hsa04012     |34         |933       |73        |61686         |30.793639607100385 |3.00729e-42            |1.38908e-41            |CDKN1B,CDKN1A,AKT3,PIK3R3,BTC,STAT5B,SHC1,MAP2K4,RPS6KB1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,MYC,AREG,KRAS,JUN,HRAS,GSK3B,GRB2,MTOR,ABL1,AKT2,AKT1,ERBB4,ERBB3,ERBB2,EGFR,HBEGF,CRKL
Relaxin signaling pathway                                    |hsa04926     |36         |933       |89        |61686         |26.74345171429604  |7.318489999999999e-42  |3.32763e-41            |AKT3,CREB5,PIK3R3,VEGFC,VEGFA,TGFBR2,TGFBR1,TGFB1,SHC1,MAP2K4,MAP2K1,MAPK13,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NFKB1,MMP9,SMAD2,KRAS,JUN,HRAS,GRB2,FOS,AKT2,AKT1,EGFR,EDN1,MAPK14,CREB1,COL4A1,COL3A1
Coronavirus disease - COVID-19                               |hsa05171     |39         |933       |114       |61686         |22.618547977661194 |7.95887e-42            |3.5631199999999993e-41 |CHUK,TAB2,IKBKE,PIK3R3,TNF,TLR4,TLR3,TLR2,MAP3K7,SYK,STAT3,STAT1,RPS7,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYD88,MX1,JUN,IRAK1,CXCL10,IL12A,CXCL8,IL2,IL1B,IKBKB,IFNB1,FOS,AGTR1,EGFR,HBEGF,CYBB,TLR7,MAPK14,TBK1
Renal cell carcinoma                                         |hsa05211     |32         |933       |62        |61686         |34.12426096877917  |9.734589999999999e-42  |4.2920699999999994e-41 |CDKN1A,CDC42,AKT3,RBX1,PIK3R3,VHL,VEGFA,TGFB2,TGFB1,SLC2A1,RAP1B,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,MET,KRAS,JUN,HRAS,HIF1A,HGF,GRB2,AKT2,AKT1,ETS1,EGLN1,CRKL
Growth hormone synthesis, secretion and action               |hsa04935     |36         |933       |90        |61686         |26.44630225080386  |1.20248e-41            |5.222689999999999e-41  |AKT3,CREB5,SOCS3,SOCS2,IRS2,SOCS1,PIK3R3,STAT5B,STAT3,STAT1,SHC1,MAP2K4,MAP2K3,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,JUNB,JAK2,ITPR1,IGF1,HRAS,GSK3B,GRB2,MTOR,FOS,AKT2,AKT1,MAPK14,CRKL,CREB1
AMPK signaling pathway                                       |hsa04152     |35         |933       |87        |61686         |26.59829249362457  |1.2413199999999999e-40 |5.312119999999999e-40  |SIRT1,CFTR,PPARGC1A,AKT3,CREB5,CCNA2,CCNA1,IRS2,PIK3R3,MAP3K7,RPS6KB1,CCND1,RHEB,PRKAB1,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,LEPR,IGF1R,IGF1,HNF4A,MTOR,FOXO3,FOXO1,FASN,AKT2,AKT1,ELAVL1,RPTOR,CAB39,RAB14,CREB1
T cell receptor signaling pathway                            |hsa04660     |35         |933       |88        |61686         |26.296039169833385 |2.03187e-40            |8.569180000000002e-40  |CHUK,CDC42,RASGRP1,AKT3,MAP3K14,BCL10,PIK3R3,TNF,MAP3K7,MAP2K1,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,NFKB1,NFATC3,RHOA,KRAS,JUN,IL10,IL2,IKBKB,IFNG,HRAS,GSK3B,GRB2,FOS,AKT2,AKT1,CARD11,MAPK14
Wnt signaling pathway                                        |hsa04310     |34         |933       |82        |61686         |27.413849894125953 |4.62155e-40            |1.9212499999999997e-39 |RBX1,ROCK2,CCND2,BTRC,FZD6,FZD4,FZD1,WNT2,WNT1,TP53,TLE4,MAP3K7,CCND1,RAC1,NFATC3,MYC,SMAD4,SMAD3,LRP6,RHOA,JUN,APC,GSK3B,WNT3A,NKD1,TCF7L1,DVL3,SOX17,LGR4,CTNNB1,WNT4,NLK,CSNK1A1,SOST
Acute myeloid leukemia                                       |hsa05221     |31         |933       |64        |61686         |32.0248191318328   |2.5124999999999995e-39 |1.02977e-38            |CHUK,AKT3,CCNA2,RUNX1,CCNA1,PIK3R3,STAT5B,STAT3,SPI1,RPS6KB1,CCND1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PIK3CA,NRAS,NFKB1,MYC,KRAS,KIT,IKBKB,HRAS,GRB2,MTOR,AKT2,AKT1,TCF7L1,CSF1R
Platinum drug resistance                                     |hsa01524     |29         |933       |52        |61686         |36.87224833044768  |2.67983e-39            |1.0831e-38             |CDKN1A,AKT3,CASP8,CASP3,FADD,PIK3R3,TP53,BRCA1,BCL2,REV3L,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,MSH2,MLH1,MAP3K5,MDM2,FASLG,XIAP,BIRC2,APAF1,MSH6,AKT2,AKT1,ERBB2
C-type lectin receptor signaling pathway                     |hsa04625     |34         |933       |87        |61686         |25.83834127952101  |5.540909999999999e-39  |2.20877e-38            |CHUK,AKT3,IKBKE,MAP3K14,BCL10,CASP8,PIK3R3,TNF,SYK,STAT1,PTGS2,MAPK13,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,NFATC3,MDM2,RHOA,KRAS,JUN,ITPR1,IL12A,IL10,IL2,IL1B,IKBKB,HRAS,AKT2,AKT1,MAPK14
Glioma                                                       |hsa05214     |30         |933       |60        |61686         |33.05787781350482  |1.1915999999999998e-38 |4.6858899999999995e-38 |CDKN1A,CDK6,AKT3,PIK3R3,TP53,SHC1,CCND1,RB1,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,MDM2,KRAS,IGF1R,IGF1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1
Regulation of actin cytoskeleton                             |hsa04810     |40         |933       |149       |61686         |17.7491961414791   |4.57691e-38            |1.7758399999999997e-37 |CFL2,CDC42,ACTR2,ARPC3,ROCK2,PIK3R3,CXCR4,EZR,ACTG1,TIAM1,ROCK1,RAC1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,PAK2,NRAS,MYLK,MYH10,MSN,RHOA,KRAS,ITGB3,ITGB1,ITGAV,ITGA9,ITGA5,ITGA3,APC,HRAS,FN1,FGF7,EGFR,LPAR1,DOCK1,CRKL
NOD-like receptor signaling pathway                          |hsa04621     |37         |933       |119       |61686         |20.55699964873409  |5.781509999999999e-38  |2.2137100000000002e-37 |GABARAPL1,CHUK,TAB2,TXNIP,DNM1L,IKBKE,ATG12,CASP8,FADD,TNFAIP3,TNF,TLR4,MAP3K7,STAT1,BCL2,MAPK13,PKN2,NFKB1,MYD88,RHOA,JUN,ITPR1,IL18,CXCL8,IL1B,IKBKB,IFNB1,XIAP,BIRC2,HSP90AA1,CXCL2,TAB3,NOD2,ERBIN,CYBB,MAPK14,TBK1
Endometrial cancer                                           |hsa05213     |28         |933       |51        |61686         |36.29884622659353  |1.01826e-37            |3.84823e-37            |CDKN1A,CDH1,AKT3,PIK3R3,TP53,CCND1,PTEN,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,MLH1,KRAS,APC,HRAS,GSK3B,GRB2,FOXO3,AKT2,AKT1,ERBB2,EGFR,TCF7L1,CTNNB1
Non-small cell lung cancer                                   |hsa05223     |30         |933       |64        |61686         |30.991760450160772 |1.5419499999999999e-37 |5.75266e-37            |CDKN1A,CDK6,AKT3,PIK3R3,TP53,STAT5B,STAT3,CCND1,RET,RB1,MAP2K1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MET,KRAS,HRAS,HGF,GRB2,FOXO3,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
Longevity regulating pathway                                 |hsa04211     |31         |933       |73        |61686         |28.076553759415056 |4.81084e-37            |1.77209e-36            |SIRT1,PPARGC1A,AKT3,CREB5,KL,IRS2,PIK3R3,TP53,SOD2,RPS6KB1,RHEB,PRKAB1,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,KRAS,IGF1R,IGF1,HRAS,MTOR,FOXO3,FOXO1,AKT2,AKT1,RPTOR,CREB1
TGF-beta signaling pathway                                   |hsa04350     |29         |933       |60        |61686         |31.95594855305466  |7.75376e-37            |2.8204299999999998e-36 |CDKN2B,RBX1,ACVR2B,ACVR1B,ACVR1,GDF5,TNF,THBS1,TGIF1,TGFBR2,TGFBR1,TGFB2,TGFB1,BMPR2,BMP4,SP1,BMP2,RPS6KB1,ROCK1,MYC,SMAD7,SMAD5,SMAD4,SMAD3,SMAD2,SMAD1,RHOA,IFNG,FMOD
Insulin resistance                                           |hsa04931     |31         |933       |75        |61686         |27.327845659163984 |1.3714899999999998e-36 |4.92722e-36            |PPARGC1A,NR1H3,AKT3,CREB5,SOCS3,IRS2,PIK3R3,TNF,STAT3,SLC2A1,RPS6KB1,RPS6KA3,PTEN,PRKCZ,PRKAB1,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOS3,NFKB1,IKBKB,GSK3B,SLC27A1,MTOR,FOXO1,AKT2,AKT1,CREB1
