description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Pathways of neurodegeneration - multiple diseases            |hsa05022     |80         |1203      |229       |61686         |17.913295364209564 |9.495749999999999e-77  |1.0515699999999999e-75 |GABARAPL1,FRAT2,CHRM1,ATF6,ATG14,TUBB4B,TUBB3,PPIF,MFN2,RB1CC1,CASP8,CASP7,CASP3,FADD,BECN1,CAMK2D,FZD7,FZD6,FZD4,AXIN2,FZD5,WNT7A,WNT1,UQCRFS1,TNF,BRAF,BDNF,ATXN1,BCL2L1,BCL2,BAX,RELA,BAK1,RAF1,RAC1,RAB5A,RAB1A,PTGS2,PSMD9,MAP2K3,MAP2K1,MAPK9,MAPK8,MAPK1,ATP5F1B,ATP2A2,NRAS,NOS1,NFKB1,COX2,MAP3K10,MAP3K5,LRP5,LRP6,KRAS,FASLG,FAS,APP,IL6,IL1B,IL1A,HSPA5,APC,HRAS,APAF1,GSK3B,GRIA2,MTOR,WNT3A,DERL1,PINK1,DAXX,CYBB,CTNNB1,WNT4,CSNK2A1,CSF1,MAPK14,NOX4,TBK1
Hepatitis C                                                  |hsa05160     |63         |1203      |115       |61686         |28.09077306733167  |2.6195799999999997e-76 |2.7973399999999994e-75 |DDX58,CHUK,CDKN1A,CDK6,CDK4,CDK2,AKT3,SCARB1,CLDN2,SOCS3,CASP8,CASP3,FADD,PIK3R3,YWHAZ,YWHAG,TRAF6,TRAF3,TP53,TNF,TLR3,BRAF,STAT3,STAT1,SOS1,CCND1,BAX,RELA,BAK1,RB1,RAF1,MAP2K1,MAPK1,PPP2R2A,PPP2CB,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,MYC,LDLR,KRAS,JAK1,FASLG,FAS,IKBKB,IFNG,HRAS,APAF1,GSK3B,GRB2,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,CTNNB1,TBK1
Endocrine resistance                                         |hsa01522     |57         |1203      |89        |61686         |32.84020286362745  |7.829839999999999e-75  |8.072829999999999e-74  |ADCY9,ADCY6,CDKN2A,CDKN1B,CDKN1A,CDK4,AKT3,PIK3R3,NCOA3,TP53,BRAF,SRC,SP1,SOS1,SHC1,RPS6KB1,BCL2,CCND1,BAX,RB1,RAF1,MAP2K1,MAPK9,MAPK8,MAPK1,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOTCH2,NOTCH1,MMP9,MMP2,MDM2,KRAS,JUN,IGF1R,IGF1,HRAS,GRB2,MTOR,FOS,AKT2,AKT1,ESR2,ESR1,ERBB2,EGFR,JAG1,E2F3,E2F2,E2F1,DLL4,MAPK14
Viral carcinogenesis                                         |hsa05203     |64         |1203      |135       |61686         |24.30900526461624  |4.66101e-72            |4.645479999999999e-71  |CHEK1,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC42,HDAC5,HDAC4,CREB5,CCNE1,CCND3,CCND2,CCNA2,CCNE2,CASP8,KAT2B,CASP3,PIK3R3,YWHAZ,YWHAG,TRAF3,TP53,STAT5B,STAT5A,STAT3,SRF,SRC,SKP2,CCND1,BAX,RELA,BAK1,RBL2,RBL1,RB1,RAC1,MAPK1,PRKACB,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB2,NFKB1,MDM2,RHOA,KRAS,JUN,JAK1,HRAS,HNRNPK,HLA-G,HDAC2,GRB2,EGR2,VAC14,HDAC7,CREB1,SND1
TNF signaling pathway                                        |hsa04668     |58         |1203      |102       |61686         |29.15740061610679  |1.1602999999999997e-71 |1.11912e-70            |CHUK,TAB2,CEBPB,DNM1L,AKT3,CREB5,SOCS3,RPS6KA4,CASP8,CASP7,CASP3,FADD,PIK3R3,VEGFC,TRAF3,TNFAIP3,TNF,MAP2K4,SELE,CX3CL1,CCL20,CCL5,CCL2,BCL3,RELA,PTGS2,MAP2K3,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MMP14,MMP9,MMP3,MAP3K5,JUN,FAS,IRF1,IL6,IL1B,IKBKB,ICAM1,TAB3,FOS,AKT2,AKT1,ITCH,JAG1,EDN1,CSF1,MAPK14,CREB1
Shigellosis                                                  |hsa05131     |68         |1203      |173       |61686         |20.15504591123348  |1.6076499999999998e-69 |1.50215e-68            |GABARAPL1,CHUK,TAB2,ATG14,CBX3,CDC42,SEPTIN7,WASF2,CD44,AKT3,ROCK2,ATG12,BTRC,BCL10,CAPNS1,BECN1,PIK3R3,UBE2N,TRAF6,TP53,TNF,TLR4,SRC,CCL5,RPS6KB1,BCL2L1,BCL2,ROCK1,BAX,RELA,RAC1,MAPK9,MAPK8,MAPK1,PRKCE,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PFN1,ATM,NFKBIB,NFKB1,SEPTIN2,MYD88,MDM2,RHOA,JUN,ITGB1,ITGA5,CXCL8,IL1B,IKBKB,HK2,GSK3B,TAB3,MTOR,FOXO3,FOXO1,AKT2,AKT1,EGFR,ELMO2,ATG16L1,MAPK14,CRKL,TBK1
EGFR tyrosine kinase inhibitor resistance                    |hsa01521     |51         |1203      |75        |61686         |34.86822942643391  |3.5854399999999995e-69 |3.2486299999999993e-68 |BCL2L11,AKT3,PIK3R3,VEGFA,TGFA,BRAF,STAT3,SRC,SOS1,SHC1,RPS6KB1,BCL2L1,BCL2,BAX,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,NRAS,NF1,MET,KRAS,KDR,JAK2,JAK1,IL6R,IL6,IGF1R,IGF1,HRAS,HGF,GSK3B,GRB2,MTOR,FOXO3,FGFR3,FGF2,AKT2,AKT1,ERBB3,ERBB2,EIF4EBP1,EIF4E,EGFR
Fluid shear stress and atherosclerosis                       |hsa05418     |57         |1203      |108       |61686         |27.062759767248544 |7.506379999999999e-68  |6.601199999999999e-67  |CHUK,CDH5,KLF2,AKT3,ACVR2B,KEAP1,ACVR2A,ACVR1,CAV1,PIK3R3,VEGFA,TP53,TNF,BMPR2,SRC,MAP2K4,SELE,SDC1,CCL2,BCL2,RELA,RAC1,MAPK9,MAPK8,MAPK7,PRKCZ,PRKAA1,PLAT,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOS3,NFKB1,MMP9,MMP2,MAP3K5,MEF2C,RHOA,KDR,JUN,ITGB3,IL1B,IL1A,IKBKB,IFNG,ICAM1,HSP90AA1,GPC1,FOS,AKT2,AKT1,EDN1,DUSP1,CTNNB1,MAPK14
Salmonella infection                                         |hsa05132     |63         |1203      |152       |61686         |21.25288751804699  |2.9053799999999994e-66 |2.48203e-65            |CHUK,TAB2,WASF3,CDC42,TUBB4B,TUBB3,AKT3,ROCK2,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,TRAF6,TNF,TLR4,TLR2,MAP2K4,BCL2,BAX,RELA,BAK1,RALA,RAF1,RAC1,RAB5A,MAP2K3,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PFN1,PAK1,NFKB1,MYO6,MYD88,MYC,RHOB,RHOA,KPNA4,JUN,IRAK1,CXCL8,IL6,IL1B,IKBKB,HSP90AA1,HRAS,GAPDH,TAB3,FOS,AKT2,AKT1,TCF7L1,ELMO2,CTNNB1,MAPK14
Human immunodeficiency virus 1 infection                     |hsa05170     |63         |1203      |153       |61686         |21.113979756491123 |4.849119999999999e-66  |4.027459999999999e-65  |CHUK,CHEK1,TAB2,CFL2,CDC25C,AKT3,BTRC,CASP8,CASP3,FADD,PIK3R3,CUL5,CXCR4,WEE1,TRAF6,TNF,TLR4,TLR2,TAP1,RPS6KB1,BCL2L1,BCL2,BAX,RELA,BAK1,RAF1,RAC1,ATR,MAP2K3,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,ATM,NRAS,NFKB1,NFATC3,NFATC1,MYD88,LIMK1,KRAS,JUN,FASLG,FAS,IRAK1,IKBKB,HRAS,HLA-G,MTOR,FOS,AKT2,PTK2B,AKT1,PAK5,MAPK14,CRKL,TBK1
Neurotrophin signaling pathway                               |hsa04722     |54         |1203      |99        |61686         |27.969167989118112 |2.0781199999999994e-65 |1.67934e-64            |PRDM4,CDC42,AKT3,CAMK2D,CAMK4,PIK3R3,TRAF6,TP53,BRAF,SOS1,SHC1,BDNF,RPS6KA3,BCL2,BAX,RELA,RAP1B,RAF1,RAC1,PTPN11,MAP2K1,MAPK9,MAPK8,MAPK7,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NTRK3,NTRK2,NTF3,NRAS,NFKBIB,NFKB1,MAP3K5,ARHGDIA,RHOA,KRAS,JUN,FASLG,IRAK2,IRAK1,IKBKB,HRAS,GSK3B,GRB2,ABL1,FOXO3,AKT2,AKT1,MAPK14,CRKL
Small cell lung cancer                                       |hsa05222     |49         |1203      |77        |61686         |32.63069598730447  |2.8856199999999995e-64 |2.2705199999999996e-63 |CHUK,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,AKT3,CCNE1,CCNE2,CASP3,PIK3R3,TRAF6,TRAF3,TP53,SKP2,BCL2L1,BCL2,CCND1,BAX,RELA,BAK1,RB1,RARB,PTGS2,PTEN,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYC,LAMC2,LAMC1,ITGB1,ITGA3,ITGA6,IKBKB,XIAP,APAF1,FN1,FHIT,AKT2,AKT1,E2F3,E2F2,E2F1,COL4A2,COL4A1
Chemokine signaling pathway                                  |hsa04062     |59         |1203      |134       |61686         |22.577102021066736 |4.5847899999999993e-64 |3.5150099999999996e-63 |ADCY9,CHUK,ADCY6,CXCR6,CDC42,CCL26,AKT3,ROCK2,PIK3R3,CXCR4,TIAM1,BRAF,STAT5B,STAT3,STAT1,SRC,SOS1,SHC1,CXCL12,CX3CL1,CCL20,CCL8,CCL5,CCL4,CCL2,CCL1,ROCK1,RELA,RAP1B,RAF1,RAC1,MAP2K1,MAPK1,PRKCZ,PRKACB,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,NFKBIB,NFKB1,RHOA,KRAS,JAK2,CXCL8,IKBKB,HRAS,GSK3B,GRB2,FOXO3,AKT2,PTK2B,AKT1,CRKL,CCR1
Transcriptional misregulation in cancer                      |hsa05202     |58         |1203      |128       |61686         |23.2348036159601   |6.39341e-64            |4.779069999999999e-63  |CEBPB,CDKN1B,CDKN1A,CDK9,CD40,CCNT2,CCNT1,CCND2,CCNA2,RUNX1,RUNX2,HMGA2,NR4A3,TP53,TGFBR2,ZEB1,TCF3,SP1,BMI1,SIX1,BCL6,BCL2L1,BAX,RELA,BAK1,PPARG,PLAU,PLAT,PBX3,PAX7,PAX3,ATM,ATF1,NFKB1,MYCN,MYC,MMP9,MMP3,MITF,MET,MEIS1,MEF2C,MDM2,SMAD1,CXCL8,IL6,IGFBP3,IGF1R,IGF1,HPGD,HDAC2,FLT1,FOXO1,EYA1,ETV1,ERG,SLC45A3,KLF3
Melanoma                                                     |hsa05218     |44         |1203      |58        |61686         |38.89964743314128  |2.0785999999999994e-63 |1.51586e-62            |CDKN2A,CDKN1A,CDK6,CDK4,CDH1,AKT3,PIK3R3,TP53,BRAF,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,NRAS,MITF,MET,MDM2,KRAS,IGF1R,IGF1,HRAS,HGF,FGFR1,FGF9,FGF8,FGF2,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,FGF21
JAK-STAT signaling pathway                                   |hsa04630     |55         |1203      |116       |61686         |24.312279645713303 |4.4930799999999996e-62 |3.198649999999999e-61  |CDKN1A,PIAS3,AKT3,SOCS5,CCND3,CCND2,SOCS6,SOCS3,SOCS1,PIK3R3,STAT6,STAT5B,STAT5A,STAT4,STAT3,STAT1,SOS1,BCL2L1,BCL2,CCND1,RAF1,PTPN11,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PIK3CA,PDGFRB,PDGFRA,MYC,MPL,MCL1,LIFR,LEPR,JAK2,JAK1,IL13RA1,IL13,IL12B,IL12A,IL10RA,IL10,IL6R,IL6,IL4,IFNG,HRAS,GRB2,MTOR,SOCS4,AKT2,AKT1,EGFR,IL21R
Herpes simplex virus 1 infection                             |hsa05168     |56         |1203      |124       |61686         |23.157268120022525 |1.1938199999999997e-61 |8.301199999999999e-61  |DDX58,CHUK,TAB2,AKT3,SOCS3,CASP8,CASP3,FADD,PIK3R3,TSC1,TRAF6,TRAF3,TP53,TNF,TLR3,TLR2,TAP1,STAT1,SRC,SRSF1,CCL5,CCL2,BCL2L1,BCL2,BAX,RELA,BAK1,PTPN11,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYD88,JAK2,JAK1,ITGB3,FASLG,ITGA5,FAS,IRAK1,IL12B,IL12A,IL6,IL1B,IKBKB,IFNG,APAF1,HLA-G,MTOR,AKT2,AKT1,EIF4EBP1,DAXX,TBK1
Influenza A                                                  |hsa05164     |55         |1203      |118       |61686         |23.90020710934528  |1.5304999999999997e-61 |1.0400399999999997e-60 |DDX58,CHUK,ADAR,CDK6,CDK4,AKT3,CCND3,SOCS3,CASP8,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,PIK3R3,TRAF3,TNF,TLR4,TLR3,STAT1,CCL5,CCL2,BAX,RELA,BAK1,RAF1,DNAJC3,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIB,NFKB1,MYD88,JAK2,JAK1,FASLG,FAS,IL12B,IL12A,CXCL8,IL6,IL1B,IL1A,IKBKB,IFNG,ICAM1,APAF1,AKT2,AKT1,TLR7,TBK1
Relaxin signaling pathway                                    |hsa04926     |51         |1203      |95        |61686         |27.52754954718467  |2.4065099999999997e-61 |1.5989899999999997e-60 |ADCY9,ADCY6,AKT3,CREB5,PIK3R3,VEGFC,VEGFA,TGFBR2,TGFBR1,TGFB1,SRC,SOS1,SHC1,MAP2K4,RELA,RAF1,MAP2K1,MAPK9,MAPK8,MAPK1,PRKCZ,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NOS1,NFKB1,MMP13,MMP9,MMP2,SMAD2,KRAS,JUN,HRAS,GRB2,FOS,AKT2,AKT1,EGFR,EDN1,MAPK14,CREB1,COL4A2,COL4A1,COL3A1,COL1A2,COL1A1
Rap1 signaling pathway                                       |hsa04015     |61         |1203      |162       |61686         |19.307933869031125 |4.3459799999999986e-61 |2.8248899999999997e-60 |ADCY9,ADCY6,CDH1,CDC42,AKT3,DOCK4,PIK3R3,VEGFC,VEGFA,TIAM1,THBS1,BRAF,SRC,RAP1B,RALA,RAF1,RAC1,MAP2K3,MAP2K1,MAPK1,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PFN1,PDGFRB,PDGFRA,NRAS,MET,RHOA,KRAS,KIT,KDR,ITGB3,ITGB1,INSR,IGF1R,IGF1,HRAS,HGF,FLT1,FGFR3,FGFR1,FGF9,FGF8,FGF2,AKT2,AKT1,EGFR,EFNA1,LPAR1,CTNND1,CTNNB1,CSF1,MAPK14,ADORA2B,ADORA2A,CRKL,FGF21
Pathogenic Escherichia coli infection                        |hsa05130     |54         |1203      |116       |61686         |23.870238197609424 |2.0975799999999996e-60 |1.3344199999999997e-59 |CHUK,TAB2,WASF3,CDC42,TUBB4B,TUBB3,WASF2,ROCK2,CLDN2,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,EZR,TRAF6,TNF,TLR4,SRC,ROCK1,BAX,RELA,BAK1,RAC1,RAB1A,PTPN11,MAPK9,MAPK8,MAPK1,PAK1,NFKBIB,NFKB1,MYO6,MYH10,MYD88,RHOA,JUN,ITGB1,FASLG,FAS,IRAK1,CXCL8,IL6,IL1B,IKBKB,GAPDH,FYN,TAB3,ABL1,FOS,LPAR1,MAPK14
Prolactin signaling pathway                                  |hsa04917     |44         |1203      |65        |61686         |34.710454632649146 |1.0928899999999998e-59 |6.807819999999999e-59  |AKT3,SOCS5,CCND2,SOCS6,SOCS3,TNFRSF11A,SOCS1,TNFSF11,PIK3R3,STAT5B,STAT5A,STAT3,STAT1,SRC,SOS1,SHC1,CCND1,RELA,RAF1,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,KRAS,JAK2,IRF1,HRAS,GSK3B,GRB2,FOS,FOXO3,SOCS4,AKT2,AKT1,ESR2,ESR1,MAPK14
ErbB signaling pathway                                       |hsa04012     |47         |1203      |79        |61686         |30.506455380535996 |1.2797799999999999e-59 |7.809269999999998e-59  |CDKN1B,CDKN1A,AKT3,CBL,CAMK2D,PIK3R3,TGFA,BTC,BRAF,STAT5B,STAT5A,SRC,SOS1,SHC1,MAP2K4,RPS6KB1,RAF1,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,NRAS,MYC,AREG,KRAS,JUN,HRAS,GSK3B,GRB2,ABL2,MTOR,ABL1,AKT2,AKT1,ERBB4,ERBB3,ERBB2,EIF4EBP1,EGFR,PAK5,CRKL
Toll-like receptor signaling pathway                         |hsa04620     |48         |1203      |85        |61686         |28.9563150946164   |2.7444899999999996e-59 |1.64121e-58            |CHUK,TAB2,CD40,AKT3,CD80,CASP8,FADD,PIK3R3,TRAF6,TRAF3,TNF,TLR4,TLR3,TLR2,STAT1,SPP1,MAP2K4,CCL5,CCL4,RELA,RAC1,MAP2K3,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,MYD88,JUN,IRAK1,IL12B,IL12A,CXCL8,IL6,IL1B,IKBKB,TICAM2,FOS,AKT2,AKT1,TLR7,MAPK14,TBK1
Non-small cell lung cancer                                   |hsa05223     |44         |1203      |67        |61686         |33.674321658540215 |9.202959999999999e-59  |5.395459999999999e-58  |RASSF1,CDKN2A,CDKN1A,CDK6,CDK4,AKT3,PIK3R3,TP53,TGFA,BRAF,STAT5B,STAT5A,STAT3,SOS1,CCND1,BAX,RET,BAK1,RB1,RARB,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MET,KRAS,HRAS,HGF,GRB2,ALK,FOXO3,FHIT,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
HIF-1 signaling pathway                                      |hsa04066     |48         |1203      |88        |61686         |27.969167989118116 |2.8834199999999995e-58 |1.65797e-57            |CDKN1B,CDKN1A,AKT3,CAMK2D,PIK3R3,VHL,VEGFA,TLR4,TIMP1,STAT3,SLC2A1,RPS6KB1,BCL2,RELA,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NOS3,NFKB1,ARNT,LDHB,LDHA,INSR,IL6R,IL6,IGF1R,IGF1,IFNG,HK2,HIF1A,GAPDH,MTOR,FLT1,AKT2,AKT1,EGLN3,ERBB2,EIF4EBP1,EIF4E,EGFR,EDN1,CYBB,EGLN1
Yersinia infection                                           |hsa05135     |52         |1203      |113       |61686         |23.59640721205835  |7.14689e-58            |4.03192e-57            |CHUK,TAB2,CDC42,WASF2,AKT3,ROCK2,PIK3R3,TRAF6,TNF,TLR4,SRC,MAP2K4,CCL2,RPS6KA3,ROCK1,RELA,RAC1,MAP2K3,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,NFATC3,NFATC1,MYD88,RHOA,LIMK1,JUN,ITGB1,ITGA5,IRAK1,IL10,CXCL8,IL6,IL1B,IKBKB,GSK3B,FOS,FN1,AKT2,PTK2B,AKT1,ELMO2,MAPK14,CRKL,TBK1
PD-L1 expression and PD-1 checkpoint pathway in cancer       |hsa05235     |46         |1203      |79        |61686         |29.857381861801194 |9.529989999999999e-58  |5.27679e-57            |CHUK,RASGRP1,AKT3,PIK3R3,TRAF6,TLR4,TLR2,STAT3,STAT1,RPS6KB1,RELA,RAF1,PTPN11,PTEN,MAP2K3,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIB,NFKB1,NFATC3,NFATC1,MYD88,KRAS,JUN,JAK2,JAK1,IKBKB,IFNG,HRAS,HIF1A,TICAM2,MTOR,ALK,FOS,AKT2,AKT1,EGFR,CSNK2A1,MAPK14,CD274
Toxoplasmosis                                                |hsa05145     |46         |1203      |81        |61686         |29.120162556571536 |5.0004799999999987e-57 |2.6699000000000003e-56 |CHUK,TAB2,PPIF,CD40LG,CD40,AKT3,CASP8,CASP3,SOCS1,TRAF6,TNF,TLR4,TLR2,TGFB2,TGFB1,STAT3,STAT1,BCL2L1,BCL2,RELA,MAP2K3,MAPK9,MAPK8,MAPK1,PIK3CG,NFKBIB,NFKB1,MYD88,LDLR,LAMC2,LAMC1,JAK2,JAK1,ITGB1,ITGA6,IRAK1,IL12B,IL12A,IL10RA,IL10,IKBKB,IFNG,XIAP,AKT2,AKT1,MAPK14
Regulation of actin cytoskeleton                             |hsa04810     |57         |1203      |152       |61686         |19.228802992518705 |4.9532400000000003e-57 |2.6927599999999997e-56 |CHRM1,RRAS2,CFL2,CDC42,WASF2,ROCK2,PIK3R3,CXCR4,EZR,TIAM1,BRAF,SRC,SOS1,SLC9A1,CXCL12,ROCK1,RAF1,RAC1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PFN1,PDGFRB,PDGFRA,PAK1,NRAS,MYLK,MYH10,MSN,RHOA,LIMK1,KRAS,ITGB8,ITGB4,ITGB3,ITGB1,ITGA5,ITGA3,ITGA6,APC,HRAS,FN1,FGFR3,FGFR1,FGF9,FGF8,FGF2,EGFR,LPAR1,PAK5,CRKL,GIT1,FGF21
Chagas disease                                               |hsa05142     |47         |1203      |87        |61686         |27.701264081176365 |8.38363e-57            |4.3977299999999995e-56 |CHUK,AKT3,CASP8,FADD,PIK3R3,TRAF6,TNF,TLR4,TLR2,TGFBR2,TGFBR1,TGFB2,TGFB1,MAP2K4,CCL5,CCL2,RELA,MAPK9,MAPK8,MAPK1,PPP2R2A,PPP2CB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NFKB1,MYD88,SMAD2,JUN,FASLG,FAS,IRAK1,IL12B,IL12A,IL10,CXCL8,IL6,IL1B,IKBKB,IFNG,FOS,AKT2,AKT1,MAPK14
Glioma                                                       |hsa05214     |42         |1203      |63        |61686         |34.18453865336658  |1.4021199999999999e-56 |7.22815e-56            |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,CAMK2D,CAMK4,PIK3R3,TP53,TGFA,BRAF,SOS1,SHC1,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,NRAS,MDM2,KRAS,IGF1R,IGF1,HRAS,GRB2,MTOR,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1
Cell cycle                                                   |hsa04110     |47         |1203      |88        |61686         |27.38647698934482  |1.76636e-56            |8.951549999999999e-56  |CHEK1,CHEK2,CDKN2A,CDKN1C,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC25C,CDC25A,CCNE1,CCND3,CCND2,CCNA2,PTTG1,CCNE2,CDC14A,SMC1A,YWHAZ,YWHAG,WEE1,TP53,TGFB2,TGFB1,TFDP2,SKP2,CCND1,RBL2,RBL1,RB1,RAD21,ATR,PLK1,ATM,MYC,MDM2,SMAD4,SMAD3,SMAD2,HDAC2,GSK3B,ABL1,E2F5,E2F3,E2F2,E2F1
Osteoclast differentiation                                   |hsa04380     |50         |1203      |106       |61686         |24.187173575495226 |2.17878e-56            |1.0857599999999998e-55 |CHUK,TAB2,AKT3,GAB2,SOCS3,TNFRSF11A,SOCS1,TNFSF11,CAMK4,PIK3R3,TRAF6,TNF,TGFBR2,TGFBR1,TGFB2,TGFB1,STAT1,RELA,RAC1,MAP2K1,MAPK9,MAPK8,MAPK1,PPARG,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB2,NFKB1,NFATC1,MITF,JUN,JAK1,ITGB3,IL1B,IL1A,IKBKB,IFNG,GRB2,FYN,FOS,SIRPA,AKT2,AKT1,CYLD,CSF1,MAPK14,CREB1
mTOR signaling pathway                                       |hsa04150     |48         |1203      |94        |61686         |26.18390194725951  |2.2426599999999994e-56 |1.09927e-55            |CHUK,AKT3,PIK3R3,FZD7,FZD6,FZD4,FZD5,WNT7A,WNT1,TSC1,TNF,BRAF,STK11,SOS1,SKP2,RPS6KB1,RPS6KA3,RAF1,PTEN,MAP2K1,MAPK1,PRKAA1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,LRP5,LRP6,RHOA,KRAS,INSR,IKBKB,IGF1R,IGF1,HRAS,GSK3B,GRB2,RICTOR,MTOR,AKT2,AKT1,WNT3A,EIF4EBP1,EIF4E,WNT4,CAB39
Hippo signaling pathway                                      |hsa04390     |49         |1203      |100       |61686         |25.12563591022444  |2.38114e-56            |1.14832e-55            |RASSF1,CDH1,YAP1,CCND3,CCND2,BTRC,FZD7,FZD6,FZD4,AXIN2,GDF5,FZD5,YWHAZ,YWHAG,WNT7A,WNT1,TP53BP2,TGFBR2,TGFBR1,TGFB2,TGFB1,STK3,BMPR2,BMP2,SOX2,SNAI2,CCND1,PRKCZ,PPP2R2A,PPP2CB,SERPINE1,MYC,SMAD7,SMAD4,SMAD3,SMAD2,SMAD1,AREG,BIRC5,APC,GSK3B,WNT3A,NKD1,TCF7L1,CTNNB1,CCN2,WNT4,BBC3,LATS2
Apoptosis                                                    |hsa04210     |50         |1203      |107       |61686         |23.961125224322373 |4.01494e-56            |1.9054999999999997e-55 |CHUK,BCL2L11,AKT3,CASP8,CASP7,CASP3,CASP2,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,PIK3R3,TP53,TNF,BCL2L1,BCL2,BAX,RELA,BAK1,RAF1,PTPN13,MAP2K1,MAPK9,MAPK8,MAPK1,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,NFKB1,MAP3K5,MCL1,KRAS,JUN,FASLG,FAS,IKBKB,BIRC5,XIAP,HRAS,APAF1,FOS,AKT2,AKT1,DAXX,BBC3
Non-alcoholic fatty liver disease                            |hsa04932     |44         |1203      |74        |61686         |30.488912853002628 |7.144039999999999e-56  |3.3376099999999995e-55 |CDC42,BCL2L11,AKT3,SOCS3,CASP8,CASP7,CASP3,PIK3R3,UQCRFS1,TNF,TGFB1,SREBF1,BAX,RELA,RAC1,MAPK9,MAPK8,PRKAB1,PRKAA1,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,COX2,MAP3K5,LEPR,JUN,FASLG,FAS,INSR,CXCL8,IL6R,IL6,IL1B,IL1A,IKBKB,GSK3B,FOS,AKT2,AKT1,ITCH
