description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Ras signaling pathway                                        |hsa04014     |61         |1148      |162       |61686         |20.232965543941155 |2.5397199999999997e-62 |2.6413099999999997e-61 |CHUK,RRAS2,CDC42,PAK4,RASGRP1,AKT3,GAB2,IKBKG,VEGFA,TIAM1,TGFA,SHC1,RASA1,RAP1B,RAF1,RAC1,RAB5A,PTPN11,MAPK9,MAPK1,PRKCA,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PAK2,NTRK2,NTF3,NRAS,NFKB1,NF1,MET,RHOA,ARF6,KRAS,KDR,FASLG,INSR,IKBKB,IGF2,IGF1R,IGF1,HRAS,ANGPT2,GRIN2A,ABL1,FLT1,FGFR2,FGFR3,FGF7,FGF2,AKT2,AKT1,ETS1,EGFR,EFNA1,CSF1R,PLCE1,TBK1
Pancreatic cancer                                            |hsa05212     |46         |1148      |71        |61686         |34.81322078814349  |6.698499999999999e-62  |6.741719999999999e-61  |CHUK,CDKN2A,CDKN1A,CDK6,CDK4,CDC42,AKT3,IKBKG,VEGFA,TP53,TGFBR2,TGFBR1,TGFB2,TGFA,BRCA2,BRAF,STAT3,STAT1,RPS6KB1,CCND1,BAK1,RB1,RAF1,RAD51,RAC1,MAPK9,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,SMAD4,SMAD3,SMAD2,KRAS,JAK1,IKBKB,MTOR,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
Yersinia infection                                           |hsa05135     |54         |1148      |115       |61686         |25.23135888501742  |9.08461e-62            |8.857489999999999e-61  |CHUK,TAB2,CDC42,ACTR2,ARPC3,AKT3,ROCK2,IKBKG,TNF,SRC,MAP2K4,CCL2,ACTB,RPS6KA1,ROCK1,RAC1,PXN,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PKN2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,NFATC1,MYD88,RHOA,LIMK1,ARF6,JUN,ITGB1,ITGA5,IRAK1,CXCL8,IL6,IL1B,IKBKB,IFNB1,GSK3B,FOS,FN1,AKT2,PTK2B,AKT1,DOCK1,ELMO2,MAPK14,CRKL,TBK1
Pathways of neurodegeneration - multiple diseases            |hsa05022     |68         |1148      |228       |61686         |16.025765633596187 |2.3365599999999996e-61 |2.2091099999999995e-60 |GABARAPL1,CHRM1,DKK1,ATG14,TUBB3,PPIF,MFN2,CASP8,CASP7,CASP3,FADD,FZD7,FZD6,AXIN2,CACNA1C,FZD5,WNT7A,WNT1,VDAC1,UQCRFS1,TNF,BRAF,BCL2,BAK1,RAF1,RAC1,RAB5A,PSMD9,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PRKCA,PPP3CA,ATP2A2,NRAS,NFKB1,NDUFA4,CYTB,COX2,MAP3K10,LRP5,LRP6,KRAS,FASLG,FAS,APP,IL6,IL1B,IL1A,APC,HRAS,APAF1,GSK3B,GRIN2A,GPX2,MTOR,DERL1,KLC2,DAXX,CYBB,CTNNB1,CSNK2A1,CSNK1A1,MAPK14,NOX4,TBK1
Human immunodeficiency virus 1 infection                     |hsa05170     |59         |1148      |152       |61686         |20.85706262607739  |2.9726399999999995e-61 |2.7278299999999993e-60 |SAMHD1,CHUK,CHEK1,TAB2,CFL2,CDC25C,PAK4,AKT3,BTRC,CASP8,CASP3,FADD,IKBKG,CXCR4,WEE1,TNF,TAP1,RPS6KB1,BCL2,BAK1,RAF1,RAC1,PXN,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PRKCA,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,ATM,NRAS,NFKBIA,NFKB1,NFATC1,MYD88,LIMK1,KRAS,JUN,FASLG,FAS,IRAK1,IKBKB,IFNB1,HRAS,MTOR,FOS,AKT2,PTK2B,AKT1,AP1G1,MAPK14,CRKL,TBK1
Fluid shear stress and atherosclerosis                       |hsa05418     |52         |1148      |106       |61686         |26.35980540398396  |8.012189999999999e-61  |7.142299999999999e-60  |CHUK,CDH5,AKT3,ACVR2B,KEAP1,CAV1,IKBKG,VEGFA,TP53,TNF,BMPR2,BMPR1B,SRC,MAP2K4,SELE,CCL2,ACTB,BCL2,RAC1,MAP2K6,MAPK13,MAPK9,MAPK7,PRKCZ,PLAT,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOS3,NFKB1,MMP9,MMP2,MEF2C,MEF2A,RHOA,KDR,JUN,ITGB3,IL1B,IL1A,IKBKB,ICAM1,HSP90AA1,HMOX1,FOS,AKT2,AKT1,EDN1,DUSP1,CTNNB1,MAPK14
TNF signaling pathway                                        |hsa04668     |51         |1148      |101       |61686         |27.132731914306415 |1.56691e-60            |1.3579899999999997e-59 |CHUK,TAB2,CEBPB,DNM1L,AKT3,MAP3K14,CASP8,CASP7,CASP3,FADD,IKBKG,TNFAIP3,TNF,MAP2K4,SELE,CCL20,CCL5,CCL2,BCL3,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,MMP14,MMP9,MMP3,JUN,FAS,IRF1,IL6,IL1B,IKBKB,IFNB1,ICAM1,CXCL2,TAB3,FOS,AKT2,AKT1,ITCH,JAG1,EDN1,MAPK14,CREB1
Influenza A                                                  |hsa05164     |53         |1148      |118       |61686         |24.13451544321739  |2.5349199999999995e-59 |2.1375499999999998e-58 |CHUK,ADAR,CDK6,CDK4,AKT3,IKBKE,CCND3,CASP8,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,IKBKG,VDAC1,TNF,TLR3,STAT1,CCL5,CCL2,ACTB,RNASEL,BAK1,RAF1,DNAJC3,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,MYD88,JAK2,JAK1,FASLG,FAS,IL12A,CXCL8,IL6,IL1B,IL1A,IKBKB,IFNGR1,IFNB1,IFNAR1,ICAM1,APAF1,AKT2,AKT1,TLR7,TBK1
Hippo signaling pathway                                      |hsa04390     |50         |1148      |103       |61686         |26.084198775413554 |3.1788700000000003e-58 |2.6100199999999996e-57 |WWC1,CDH1,YAP1,CCND3,CCND2,BTRC,FZD7,FZD6,AXIN2,GDF5,FZD5,YWHAZ,YWHAG,WNT7A,WNT1,TP53BP2,TGFBR2,TGFBR1,TGFB2,STK3,BMPR2,BMPR1B,BMP7,BMP2,SOX2,SNAI2,ACTB,CCND1,PRKCZ,PPP2R2A,PPP2CB,PPP1CA,SERPINE1,MYC,SMAD7,SMAD4,SMAD3,SMAD2,SMAD1,BIRC5,APC,GSK3B,NKD1,TCF7L1,PALS1,CTNNB1,CCN2,LEF1,BBC3,LATS2
Endocrine resistance                                         |hsa01522     |47         |1148      |86        |61686         |29.36595494692488  |4.31193e-58            |3.4495499999999996e-57 |CDKN2A,CDKN1B,CDKN1A,CDK4,AKT3,NCOA3,TP53,BRAF,SRC,SP1,SHC1,RPS6KB1,BCL2,CCND1,RB1,RAF1,MAPK13,MAPK9,MAPK1,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOTCH2,NOTCH1,MMP9,MMP2,MDM2,KRAS,JUN,IGF1R,IGF1,HRAS,MTOR,FOS,AKT2,AKT1,ESR1,ERBB2,EGFR,JAG1,E2F3,E2F2,E2F1,MAPK14
Transcriptional misregulation in cancer                      |hsa05202     |53         |1148      |124       |61686         |22.966716308868158 |7.111519999999998e-58  |5.411690000000001e-57  |CEBPB,CEBPA,CDKN1B,CDKN1A,CD40,CCNT2,CCND2,RUNX1,RUNX2,PROM1,HMGA2,TP53,TGFBR2,ZEB1,TCF3,SPI1,SP1,BMI1,BCL6,BAK1,PLAU,PLAT,ATM,NFKB1,MYCN,MYC,MMP9,MMP3,MITF,MET,MEIS1,MEF2C,MDM2,SMAD1,CXCL8,IL6,IGFBP3,IGF1R,IGF1,HPGD,HOXA10,HOXA9,HDAC2,FUT8,FLT1,FLI1,FOXO1,ETV5,ETV1,ERG,DUSP6,KLF3,CSF1R
Viral carcinogenesis                                         |hsa05203     |54         |1148      |131       |61686         |22.149666196771022 |6.94172e-58            |5.414539999999999e-57  |CHEK1,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC42,CCNE1,CCND3,CCND2,CCNE2,CASP8,KAT2B,CASP3,IKBKG,YWHAZ,YWHAG,TP53,SYK,STAT5B,STAT5A,STAT3,SRC,CCND1,BAK1,RBL2,RBL1,RB1,RAC1,PXN,MAPK1,PRKACB,PMAIP1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,MDM2,RHOA,KRAS,JUN,JAK1,HRAS,HNRNPK,HDAC2,EGR2,HDAC11,HDAC8,VAC14,CREB1
EGFR tyrosine kinase inhibitor resistance                    |hsa01521     |44         |1148      |73        |61686         |32.387284616486085 |3.7158699999999994e-57 |2.7603599999999995e-56 |BCL2L11,AKT3,VEGFA,TGFA,BRAF,STAT3,SRC,SHC1,RPS6KB1,BCL2,RAF1,PTEN,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NRAS,NF1,MET,KRAS,KDR,JAK2,JAK1,IL6R,IL6,IGF1R,IGF1,HRAS,GSK3B,MTOR,FOXO3,FGFR2,FGFR3,FGF2,AKT2,AKT1,ERBB3,ERBB2,EIF4EBP1,EIF4E,EGFR
Toll-like receptor signaling pathway                         |hsa04620     |44         |1148      |84        |61686         |28.146092583374813 |2.4581e-53             |1.78355e-52            |CHUK,TAB2,CD40,AKT3,IKBKE,CASP8,FADD,IKBKG,TNF,TLR3,STAT1,MAP2K4,CCL5,CCL4,RAC1,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,MYD88,JUN,IRAK1,IL12A,CXCL8,IL6,IL1B,IKBKB,IFNB1,IFNAR1,TICAM2,FOS,AKT2,AKT1,TIRAP,TLR7,MAPK14,TBK1
PD-L1 expression and PD-1 checkpoint pathway in cancer       |hsa05235     |43         |1148      |79        |61686         |29.24732060159661  |3.83296e-53            |2.7179200000000005e-52 |CHUK,RASGRP1,AKT3,CD28,IKBKG,STAT3,STAT1,RPS6KB1,RAF1,PTPN11,PTEN,MAP2K6,MAP2K3,MAPK13,MAPK1,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,NFATC1,MYD88,KRAS,JUN,JAK2,JAK1,IKBKB,IFNGR1,HRAS,HIF1A,TICAM2,MTOR,FOS,AKT2,AKT1,TIRAP,EGFR,CSNK2A1,MAPK14,CD274
Axon guidance                                                |hsa04360     |46         |1148      |97        |61686         |25.481842020187507 |4.787109999999999e-53  |3.3190599999999995e-52 |SRGAP2,CFL2,CDC42,PAK4,ROCK2,CXCR4,BMPR2,BMPR1B,BMP7,SRC,SMO,CXCL12,ROCK1,ROBO2,ROBO1,RGS3,RASA1,RAF1,RAC1,PTPN11,MAPK1,PRKCZ,PRKCA,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,MET,RHOA,LIMK1,KRAS,ITGB1,ILK,HRAS,GSK3B,FYN,ABL1,FES,EFNA1,DPYSL2,NTN4,SRGAP1,SEMA4C
Osteoclast differentiation                                   |hsa04380     |47         |1148      |106       |61686         |23.82520873052396  |2.1081599999999995e-52 |1.4298799999999998e-51 |CHUK,TAB2,AKT3,GAB2,MAP3K14,SOCS1,TNFSF11,IKBKG,CALCR,TNF,TGFBR2,TGFBR1,TGFB2,SYK,STAT1,SPI1,RAC1,MAP2K6,MAPK13,MAPK9,MAPK1,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,NFATC1,MITF,JUN,JAK1,ITGB3,IL1B,IL1A,IKBKB,IFNGR1,IFNB1,IFNAR1,FYN,FOS,SIRPA,AKT2,AKT1,CSF1R,MAPK14,CREB1
Non-alcoholic fatty liver disease                            |hsa04932     |41         |1148      |72        |61686         |30.598214285714285 |7.26505e-52            |4.8227599999999996e-51 |CEBPA,CDC42,NR1H3,BCL2L11,AKT3,CASP8,CASP7,CASP3,IRS2,UQCRFS1,TNF,SREBF1,RAC1,MAPK9,PPARA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,NDUFA4,CYTB,COX2,MAP3K11,LEPR,JUN,FASLG,FAS,IRS1,INSR,CXCL8,IL6R,IL6,IL1B,IL1A,IKBKB,GSK3B,FOS,AKT2,AKT1,ITCH
Cell cycle                                                   |hsa04110     |43         |1148      |86        |61686         |26.866724738675956 |5.64734e-51            |3.6707700000000003e-50 |CHEK1,CDKN2D,CDKN2A,CDKN1C,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CDC25C,CDC25A,CCNE1,CCND3,CCND2,CCNE2,CDC7,YWHAZ,YWHAG,WEE1,TP53,TGFB2,TFDP2,CCND1,RBL2,RBL1,RB1,RAD21,PLK1,ATM,MYC,MDM2,MCM2,SMAD4,SMAD3,SMAD2,MAD2L1,HDAC2,GSK3B,ABL1,E2F5,E2F3,E2F2,E2F1
Rap1 signaling pathway                                       |hsa04015     |53         |1148      |160       |61686         |17.799205139372823 |8.18977e-51            |5.21471e-50            |CDH1,CDC42,AKT3,DOCK4,RAPGEF2,VEGFA,TIAM1,BRAF,SRC,ACTB,RAP1B,RAF1,RAC1,MAP2K6,MAP2K3,MAPK13,MAPK1,PRKCZ,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NRAS,MET,RHOA,KRAS,KDR,ITGB3,ITGB1,INSR,IGF1R,IGF1,HRAS,ANGPT2,GRIN2A,FLT1,FGFR2,FGFR3,FGF7,FGF2,AKT2,AKT1,EGFR,EFNA1,LPAR1,CTNND1,CTNNB1,CSF1R,MAPK14,PLCE1,CRKL
Apoptosis                                                    |hsa04210     |46         |1148      |106       |61686         |23.31828939583196  |9.071209999999999e-51  |5.66044e-50            |CHUK,BCL2L11,AKT3,MAP3K14,CASP8,CASP7,CASP3,TNFRSF10A,TNFRSF10B,FADD,TNFSF10,IKBKG,TP53,TNF,ACTB,BCL2,BAK1,RAF1,PTPN13,MAPK9,MAPK1,PMAIP1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,NFKBIA,NFKB1,MCL1,KRAS,JUN,FASLG,FAS,IKBKB,BIRC5,XIAP,HRAS,APAF1,FOS,AKT2,AKT1,DFFA,DAXX,BBC3
Coronavirus disease - COVID-19                               |hsa05171     |47         |1148      |115       |61686         |21.960627177700346 |2.5663499999999997e-50 |1.57e-49               |CHUK,TAB2,ADAR,IKBKE,IKBKG,TNF,TLR3,ADAM17,SYK,STAT3,STAT1,CCL2,RPS7,MAPK13,MAPK9,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,MYD88,MMP3,MMP1,JUN,JAK1,IRAK1,IL12A,CXCL8,IL6R,IL6,IL1B,IKBKB,IFNB1,IFNAR1,FOS,FGG,FGB,FGA,AGTR1,EGFR,CYBB,TLR7,MAPK14,TBK1
Chemokine signaling pathway                                  |hsa04062     |49         |1148      |131       |61686         |20.098771178551484 |4.1099899999999995e-50 |2.46599e-49            |CHUK,CDC42,CCL26,AKT3,ROCK2,IKBKG,CXCR4,TIAM1,BRAF,STAT5B,STAT3,STAT1,SRC,SHC1,CXCL12,CCL20,CCL5,CCL4,CCL2,CCL1,ROCK1,RAP1B,RAF1,RAC1,PXN,MAPK1,PRKCZ,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,RHOA,KRAS,JAK2,CXCL8,IKBKB,HRAS,GSK3B,CXCL2,FOXO3,AKT2,PTK2B,AKT1,CRKL,CCR1
Regulation of actin cytoskeleton                             |hsa04810     |51         |1148      |150       |61686         |18.26937282229965  |1.3051899999999999e-49 |7.68338e-49            |CHRM1,ITGA11,RRAS2,CFL2,CDC42,PAK4,ACTR2,ARPC3,ROCK2,CXCR4,EZR,TIAM1,BRAF,SRC,CXCL12,ACTB,ROCK1,RDX,RAF1,RAC1,PXN,MAPK1,PPP1CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PAK2,NRAS,MYLK,MSN,RHOA,LIMK1,KRAS,ITGB8,ITGB3,ITGB1,ITGA5,ITGA6,APC,HRAS,FN1,FGFR2,FGFR3,FGF7,FGF2,EGFR,LPAR1,DOCK1,CRKL
HIF-1 signaling pathway                                      |hsa04066     |42         |1148      |85        |61686         |26.5506456241033   |1.5733899999999999e-49 |9.0907e-49             |CDKN1B,CDKN1A,AKT3,VHL,VEGFA,STAT3,RPS6KB1,BCL2,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NOS3,NFKB1,ARNT,LDHB,LDHA,INSR,IL6R,IL6,IGF1R,IGF1,IFNGR1,HMOX1,HK2,HIF1A,ANGPT2,MTOR,FLT1,AKT2,AKT1,ERBB2,EPO,EIF4EBP1,EIF4E,EGFR,EDN1,CYBB,EGLN1
C-type lectin receptor signaling pathway                     |hsa04625     |42         |1148      |90        |61686         |25.07560975609756  |3.69663e-48            |2.0969999999999998e-47 |CHUK,RRAS2,AKT3,IKBKE,MAP3K14,BCL10,CASP8,IKBKG,TNF,SYK,STAT1,SRC,BCL3,RAF1,PTPN11,MAPK13,MAPK9,MAPK1,PPP3CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,NFATC1,MDM2,LSP1,RHOA,KRAS,JUN,IRF1,IL12A,IL6,IL1B,IKBKB,HRAS,AKT2,AKT1,EGR2,MAPK14
Chagas disease                                               |hsa05142     |41         |1148      |86        |61686         |25.617109634551493 |1.5424099999999999e-47 |8.593449999999999e-47  |CHUK,AKT3,CASP8,FADD,IKBKG,TNF,TGFBR2,TGFBR1,TGFB2,MAP2K4,CCL5,CCL2,MAPK13,MAPK9,MAPK1,PPP2R2A,PPP2CB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,SERPINE1,NFKBIA,NFKB1,MYD88,SMAD2,JUN,FASLG,FAS,IRAK1,IL12A,CXCL8,IL6,IL1B,IKBKB,IFNGR1,IFNB1,FOS,AKT2,AKT1,MAPK14
Small cell lung cancer                                       |hsa05222     |39         |1148      |76        |61686         |27.57374381074638  |6.09391e-47            |3.3356199999999992e-46 |CHUK,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,AKT3,TRAF4,CCNE1,CCNE2,CASP3,IKBKG,TP53,BCL2,CCND1,BAK1,RB1,PTEN,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIA,NFKB1,MYC,LAMC2,ITGB1,ITGA6,IKBKB,XIAP,APAF1,FN1,AKT2,AKT1,E2F3,E2F2,E2F1,COL4A2,COL4A1
Neurotrophin signaling pathway                               |hsa04722     |42         |1148      |95        |61686         |23.755840821566107 |6.832049999999999e-47  |3.6751699999999995e-46 |CDC42,AKT3,TP53,BRAF,SHC1,RPS6KA1,BCL2,RAP1B,RAF1,RAC1,PTPN11,MAPK13,MAPK9,MAPK7,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NTRK3,NTRK2,NTF3,NRAS,NFKBIA,NFKB1,MAP3K1,ARHGDIA,RHOA,KRAS,JUN,FASLG,IRS1,IRAK1,IKBKB,HRAS,GSK3B,ABL1,FOXO3,AKT2,AKT1,MAPK14,CRKL
Wnt signaling pathway                                        |hsa04310     |41         |1148      |89        |61686         |24.753611556982342 |9.6039e-47             |5.078669999999999e-46  |DKK1,ROCK2,CCND3,CCND2,BTRC,LGR5,FZD7,FZD6,AXIN2,FZD5,WNT7A,WNT1,TP53,TLE4,SIAH1,SFRP5,SFRP2,CCND1,RAC1,MAPK9,PRKCA,PRKACB,PPP3CA,NFATC1,MYC,SMAD4,SMAD3,LRP5,LRP6,RHOA,JUN,APC,GSK3B,NKD1,TCF7L1,SOX17,CTNNB1,CTBP2,CSNK2A1,CSNK1A1,LEF1
IL-17 signaling pathway                                      |hsa04657     |39         |1148      |77        |61686         |27.215643241775645 |1.21316e-46            |6.3084199999999996e-46 |CHUK,TAB2,CEBPB,IKBKE,TRAF4,CASP8,CASP3,FADD,IKBKG,TNFAIP3,TNF,SRSF1,CCL20,CCL2,S100A9,MAPK13,MAPK9,MAPK7,MAPK1,NFKBIA,NFKB1,MMP13,MMP9,MMP3,MMP1,JUN,CXCL8,IL6,IL1B,IKBKB,HSP90AA1,GSK3B,CXCL2,TAB3,FOS,IL17RB,MAPK14,USP25,TBK1
Melanoma                                                     |hsa05218     |35         |1148      |56        |61686         |33.58340592334495  |1.5347399999999999e-46 |7.849839999999999e-46  |CDKN2A,CDKN1A,CDK6,CDK4,CDH1,AKT3,TP53,BRAF,CCND1,BAK1,RB1,RAF1,PTEN,MAPK1,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NRAS,MITF,MET,MDM2,KRAS,IGF1R,IGF1,HRAS,FGF7,FGF2,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1
Relaxin signaling pathway                                    |hsa04926     |41         |1148      |92        |61686         |23.946428571428573 |5.49205e-46            |2.7637399999999998e-45 |AKT3,VEGFA,TGFBR2,TGFBR1,SRC,SHC1,MAP2K4,RAF1,MAPK13,MAPK9,MAPK1,PRKCZ,PRKCA,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOS3,NFKBIA,NFKB1,MMP13,MMP9,MMP2,MMP1,SMAD2,KRAS,JUN,HRAS,FOS,AKT2,AKT1,EGFR,EDN1,MAPK14,CREB1,COL4A2,COL4A1,COL3A1,COL1A2
Cytokine-cytokine receptor interaction                       |hsa04060     |49         |1148      |157       |61686         |16.770312257262702 |1.29084e-45            |6.39276e-45            |CCL26,CD40,ACVR2B,TNFRSF10A,TNFRSF10B,TNFSF10,TNFSF12,TNFSF13,TNFSF11,GDF5,CXCR4,TNF,TGFBR2,TGFBR1,TGFB2,BMPR2,BMPR1B,BMP7,BMP2,CXCL12,CCL20,CCL5,CCL4,CCL2,CCL1,NODAL,MPL,LIFR,LEPR,FASLG,FAS,IL13RA1,IL12A,CXCL8,IL6R,IL6,IL1B,IL1A,IFNGR1,IFNB1,IFNAR1,CXCL2,IL34,EPOR,EPO,ACKR3,IL17RB,CSF1R,CCR1
mTOR signaling pathway                                       |hsa04150     |40         |1148      |88        |61686         |24.424295216978145 |2.4609499999999996e-45 |1.19971e-44            |CHUK,AKT3,FZD7,FZD6,FZD5,WNT7A,WNT1,TSC1,TNF,BRAF,RPS6KB1,RPS6KA1,RHEB,RAF1,PTEN,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,LRP5,LRP6,RHOA,KRAS,IRS1,INSR,IKBKB,IGF1R,IGF1,HRAS,GSK3B,MTOR,AKT2,AKT1,EIF4EBP1,EIF4E,RPTOR,CAB39
NOD-like receptor signaling pathway                          |hsa04621     |44         |1148      |120       |61686         |19.70226480836237  |1.13632e-44            |5.45436e-44            |GABARAPL1,CHUK,TAB2,DNM1L,MFN2,IKBKE,ATG12,CASP8,FADD,IKBKG,VDAC1,TNFAIP3,TNF,STAT1,CCL5,CCL2,BCL2,RNASEL,MAPK13,MAPK9,MAPK1,PKN2,NFKBIA,NFKB1,NAIP,MYD88,RHOA,JUN,JAK1,CXCL8,IL6,IL1B,IKBKB,IFNB1,IFNAR1,XIAP,HSP90AA1,CXCL2,TAB3,ERBIN,ATG16L1,CYBB,MAPK14,TBK1
Glioma                                                       |hsa05214     |35         |1148      |61        |61686         |30.830667732906836 |1.2704099999999999e-44 |6.00557e-44            |CDKN2A,CDKN1A,CDK6,CDK4,AKT3,TP53,TGFA,BRAF,SHC1,CCND1,BAK1,RB1,RAF1,PTEN,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,NRAS,MDM2,KRAS,IGF1R,IGF1,HRAS,MTOR,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,CAMK1D
JAK-STAT signaling pathway                                   |hsa04630     |43         |1148      |113       |61686         |20.447241836514447 |1.6274399999999998e-44 |7.578530000000001e-44  |CDKN1A,PIAS3,AKT3,CCND3,CCND2,SOCS6,SOCS1,STAT5B,STAT5A,STAT4,STAT3,STAT1,BCL2,CCND1,RAF1,PTPN11,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,MYC,MPL,MCL1,LIFR,LEPR,JAK2,JAK1,IL13RA1,IL12A,IL6R,IL6,IFNGR1,IFNB1,IFNAR1,HRAS,MTOR,AKT2,AKT1,EPOR,EPO,EGFR,SOCS7
ErbB signaling pathway                                       |hsa04012     |37         |1148      |74        |61686         |26.866724738675956 |4.881619999999999e-44  |2.2398e-43             |CDKN1B,CDKN1A,PAK4,AKT3,TGFA,BTC,BRAF,STAT5B,STAT5A,SRC,SHC1,MAP2K4,RPS6KB1,RAF1,MAPK9,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK2,NRAS,MYC,KRAS,JUN,HRAS,GSK3B,MTOR,ABL1,AKT2,AKT1,ERBB3,ERBB2,EIF4EBP1,EGFR,CRKL
Toxoplasmosis                                                |hsa05145     |38         |1148      |81        |61686         |25.208284939992257 |8.312749999999999e-44  |3.758809999999999e-43  |CHUK,TAB2,PPIF,CD40,AKT3,CASP8,CASP3,SOCS1,IKBKG,TNF,TGFB2,STAT3,STAT1,BCL2,MAP2K6,MAP2K3,MAPK13,MAPK9,MAPK1,NFKBIA,NFKB1,MYD88,LDLR,LAMC2,JAK2,JAK1,ITGB1,ITGA6,IRAK1,IL12A,IKBKB,IFNGR1,XIAP,HSPA1B,ALOX5,AKT2,AKT1,MAPK14
Insulin signaling pathway                                    |hsa04910     |40         |1148      |96        |61686         |22.388937282229964 |1.9940199999999997e-43 |8.88765e-43            |PPARGC1A,AKT3,IRS2,SOCS1,TSC1,BRAF,SREBF1,SLC2A4,SHC1,RPS6KB1,RHEB,RAF1,MAPK9,MAPK1,PRKCZ,PRKAR1A,PRKACB,PPP1CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,IRS1,INSR,IKBKB,HRAS,HK2,GSK3B,G6PC1,MTOR,FOXO1,FASN,AKT2,AKT1,EIF4EBP1,EIF4E,RPTOR,CRKL
Autophagy - animal                                           |hsa04140     |42         |1148      |111       |61686         |20.33157547791694  |2.19489e-43            |9.64515e-43            |GABARAPL1,ATG14,RRAS2,AKT3,ATG12,MTMR3,IRS2,UVRAG,TSC1,BNIP3,RPS6KB1,BCL2,RHEB,RAF1,PTEN,MAPK9,MAPK1,PRKACB,PPP2CB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,LAMP1,KRAS,IRS1,IGF1R,HRAS,HMGB1,HIF1A,MTOR,AKT2,AKT1,PRAP1,ATG9A,MTMR14,RPTOR,DAPK3,DAPK1,ATG16L1,TBK1
Thyroid hormone signaling pathway                            |hsa04919     |38         |1148      |85        |61686         |24.022012707522034 |8.79147e-43            |3.80964e-42            |AKT3,KAT2B,NCOA3,TP53,THRB,STAT1,SRC,ACTB,CCND1,RHEB,RAF1,MAPK1,PRKCA,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,NRAS,NOTCH2,NOTCH1,MYC,MDM2,KRAS,ITGB3,HRAS,HIF1A,HDAC2,GSK3B,GATA4,MTOR,FOXO1,AKT2,AKT1,ESR1,CTNNB1,PLCE1
